County,Polling Place,First Check-In,Last Check-In, First Check-In,Last Check In,Active Registered Voters,Total Election Day Check-Ins,Total EV,Voters/Hour
OCONEE,BETHABARA BAPTIST CHURCH,07:04:00,19:04:00,1899-12-30 07:04:00,1899-12-30 19:04:00,3298,587,821,48.92
HALL,PLEASANT HILL BAPTIST CHURCH,07:20:00,18:54:00,1899-12-30 07:20:00,1899-12-30 18:54:00,5724,402,1768,34.76
GILMER,CIVIC CENTER,07:07:00,18:59:00,1899-12-30 07:07:00,1899-12-30 18:59:00,3026,348,814,29.33
FANNIN,MORGANTON CITY ANNEX COMMUNITY ROOM,07:06:00,19:01:00,1899-12-30 07:06:00,1899-12-30 19:01:00,1943,340,525,28.53
SPALDING,FAIRMONT COMMUNITY CENTER,07:13:00,19:12:00,1899-12-30 07:13:00,1899-12-30 19:12:00,1989,186,272,15.52
MUSCOGEE,CUSSETA ROAD CHURCH OF CHRIST,07:06:00,19:02:00,1899-12-30 07:06:00,1899-12-30 19:02:00,5840,474,770,39.72
GWINNETT,N METRO FIRST BAPTIST CHURCH,10:44:00,20:22:00,1899-12-30 10:44:00,1899-12-30 20:22:00,4149,361,694,37.47
SPALDING,SUNNYSIDE METHODIST CHURCH,07:06:00,19:00:00,1899-12-30 07:06:00,1899-12-30 19:00:00,1947,222,282,18.66
FULTON,James Orange Park,07:09:00,20:35:00,1899-12-30 07:09:00,1899-12-30 20:35:00,1886,239,126,17.79
GLYNN,STERLING CHURCH OF GOD,08:19:00,19:04:00,1899-12-30 08:19:00,1899-12-30 19:04:00,3694,340,573,31.63
GWINNETT,CALVARY BAPTIST CHURCH,07:04:00,19:33:00,1899-12-30 07:04:00,1899-12-30 19:33:00,1923,212,277,16.98
THOMAS,COOLIDGE CITY HALL,07:04:00,18:51:00,1899-12-30 07:04:00,1899-12-30 18:51:00,1635,169,210,14.34
HOUSTON,THOMSON MIDDLE SCHOOL - GYM,07:05:00,19:28:00,1899-12-30 07:05:00,1899-12-30 19:28:00,5306,531,1026,42.88
FULTON,Central United Methodist Church,07:05:00,20:05:00,1899-12-30 07:05:00,1899-12-30 20:05:00,3251,360,146,27.69
WARE,C C MCRAY CITY AUDITORIUM,07:07:00,21:40:00,1899-12-30 07:07:00,1899-12-30 21:40:00,5180,349,1113,23.99
RICHMOND,NATIONAL HILLS BAPTIST CHURCH,07:01:00,18:55:00,1899-12-30 07:01:00,1899-12-30 18:55:00,4560,508,782,42.69
HENRY,JODECO ROAD UNITED METHODIST CHURCH,07:01:00,19:28:00,1899-12-30 07:01:00,1899-12-30 19:28:00,5193,668,1269,53.65
GWINNETT,ANNISTOWN ELEM SCHOOL,07:04:00,19:14:00,1899-12-30 07:04:00,1899-12-30 19:14:00,3913,611,786,50.22
MUSCOGEE,MARIANNA GALLOPS CENTER,07:26:00,19:21:00,1899-12-30 07:26:00,1899-12-30 19:21:00,2970,271,378,22.74
FAYETTE,THE PINECREST CHURCH,07:03:00,18:49:00,1899-12-30 07:03:00,1899-12-30 18:49:00,2911,423,736,35.95
FULTON,Lebanon Baptist Church,07:06:00,20:58:00,1899-12-30 07:06:00,1899-12-30 20:58:00,8098,1213,1547,87.48
GWINNETT,SHORTY HOWELL PARK ACTIVITY BUILDING,07:07:00,19:01:00,1899-12-30 07:07:00,1899-12-30 19:01:00,2865,261,242,21.93
FULTON,Cliftondale Park Community House,07:15:00,21:08:00,1899-12-30 07:15:00,1899-12-30 21:08:00,3915,695,753,50.06
GWINNETT,ZOAR UMC,07:03:00,21:25:00,1899-12-30 07:03:00,1899-12-30 21:25:00,5017,681,1253,47.4
GWINNETT,MEADOWCREEK ELEMENTARY,07:04:00,18:51:00,1899-12-30 07:04:00,1899-12-30 18:51:00,2240,235,203,19.94
NEWTON,BELMONT BAPTIST CHURCH,07:06:00,19:27:00,1899-12-30 07:06:00,1899-12-30 19:27:00,2992,417,521,33.77
FULTON,CAMBRIDGE HS,07:47:00,20:57:00,1899-12-30 07:47:00,1899-12-30 20:57:00,2961,411,416,31.22
FULTON,Banneker High School,07:02:00,21:00:00,1899-12-30 07:02:00,1899-12-30 21:00:00,5947,1019,1004,72.96
FAYETTE,GRACE EVANGELICAL CHURCH,07:01:00,18:57:00,1899-12-30 07:01:00,1899-12-30 18:57:00,2873,406,796,34.02
LAURENS,SMITH PRECINCT BUILDING,07:02:00,18:59:00,1899-12-30 07:02:00,1899-12-30 18:59:00,3261,481,582,40.25
FULTON,Chastain Park Gymnasium,07:05:00,20:48:00,1899-12-30 07:05:00,1899-12-30 20:48:00,4727,716,858,52.2
GWINNETT,PEACHCREST CHRISTIAN CHURCH,07:02:00,19:17:00,1899-12-30 07:02:00,1899-12-30 19:17:00,5744,986,1091,80.49
FULTON,Helene Mills Senior Center,07:06:00,20:46:00,1899-12-30 07:06:00,1899-12-30 20:46:00,3664,870,621,63.66
FULTON,Southwest Regional Library,07:04:00,19:16:00,1899-12-30 07:04:00,1899-12-30 19:16:00,2191,358,301,29.34
HENRY,FIRST BAPTIST CHURCH OF MCDONOUGH - WEST CAMPUS,07:13:00,19:04:00,1899-12-30 07:13:00,1899-12-30 19:04:00,2687,371,638,31.31
UPSON,NEW HOPE BAPT CH/FAM LIFE CTR,07:03:00,19:03:00,1899-12-30 07:03:00,1899-12-30 19:03:00,7768,802,2617,66.83
GWINNETT,JACKSON ELEMENTARY,07:04:00,19:06:00,1899-12-30 07:04:00,1899-12-30 19:06:00,5219,757,981,62.91
HENRY,LIBERTY HILL BAPTIST CHURCH,07:02:00,20:45:00,1899-12-30 07:02:00,1899-12-30 20:45:00,5095,910,1337,66.34
RICHMOND,FIRST BAPTIST CHURCH,07:02:00,19:01:00,1899-12-30 07:02:00,1899-12-30 19:01:00,4951,577,1084,48.15
GWINNETT,IGLESIA METROPOLITANA SDA CHURCH,07:04:00,19:03:00,1899-12-30 07:04:00,1899-12-30 19:03:00,2606,311,281,25.95
GWINNETT,UNION GROVE BAPTIST CHURCH,07:05:00,19:37:00,1899-12-30 07:05:00,1899-12-30 19:37:00,5615,795,1033,63.43
LAURENS,STUBBS PARK COMMUNITY CTR GYM,07:08:00,18:59:00,1899-12-30 07:08:00,1899-12-30 18:59:00,5918,637,1126,53.76
GWINNETT,SWEETWATER MIDDLE SCHOOL,07:13:00,19:08:00,1899-12-30 07:13:00,1899-12-30 19:08:00,2359,290,308,24.34
WHITFIELD,WHITFIELD CO. SCH. OFC.,07:24:00,18:59:00,1899-12-30 07:24:00,1899-12-30 18:59:00,2437,384,592,33.15
HALL,JOURNEY CHURCH,07:02:00,18:54:00,1899-12-30 07:02:00,1899-12-30 18:54:00,3704,617,1000,51.99
GWINNETT,MOUNT VERNON BAPTIST CHURCH,09:22:00,20:40:00,1899-12-30 09:22:00,1899-12-30 20:40:00,3960,440,817,38.94
GWINNETT,CANNON UMC,07:02:00,19:01:00,1899-12-30 07:02:00,1899-12-30 19:01:00,2724,430,717,35.88
MUSCOGEE,CANAAN BAPTIST,07:47:00,19:08:00,1899-12-30 07:47:00,1899-12-30 19:08:00,6676,411,1301,36.21
WHITE,FIRST BAPTIST CHURCH,07:02:00,18:59:00,1899-12-30 07:02:00,1899-12-30 18:59:00,4409,553,1369,46.28
FULTON,Washington Park Library,07:02:00,20:15:00,1899-12-30 07:02:00,1899-12-30 20:15:00,2682,304,238,23
HALL,THE VENUE AT FRIENDSHIP SPRINGS,07:02:00,19:02:00,1899-12-30 07:02:00,1899-12-30 19:02:00,7958,894,2242,74.5
GWINNETT,FORT DANIEL ELEMENTARY SCHOOL,07:03:00,19:46:00,1899-12-30 07:03:00,1899-12-30 19:46:00,4876,665,879,52.29
WALTON,UNION CHAPEL CHURCH ANNEX,07:06:00,18:43:00,1899-12-30 07:06:00,1899-12-30 18:43:00,4438,243,946,20.92
HARALSON,CASHTOWN FIRE DEPT.,07:05:00,18:59:00,1899-12-30 07:05:00,1899-12-30 18:59:00,1853,260,448,21.85
FAYETTE,RISING STAR SCHOOL AUDITORIUM,07:13:00,19:02:00,1899-12-30 07:13:00,1899-12-30 19:02:00,3646,438,785,37.07
GWINNETT,LUCERNE BAPTIST CHURCH,07:02:00,18:57:00,1899-12-30 07:02:00,1899-12-30 18:57:00,2020,325,327,27.27
GWINNETT,FIRST CHRISTIAN CHURCH,07:08:00,19:12:00,1899-12-30 07:08:00,1899-12-30 19:12:00,3002,428,486,35.47
RICHMOND,TRINITY CME CHURCH,07:16:00,19:00:00,1899-12-30 07:16:00,1899-12-30 19:00:00,4066,518,850,44.15
WHITE,BLUE CREEK CH COMMUNITY BLDG,07:18:00,19:01:00,1899-12-30 07:18:00,1899-12-30 19:01:00,2278,329,720,28.08
FULTON,Lindsay Street Baptist Church,09:28:00,21:03:00,1899-12-30 09:28:00,1899-12-30 21:03:00,2674,268,103,23.14
RICHMOND,STEVENS CRK CHURCH/SOUTHPOINT CAMPUS,07:24:00,19:00:00,1899-12-30 07:24:00,1899-12-30 19:00:00,4261,400,808,34.48
RICHMOND,JULIAN SMITH CASINO,07:01:00,18:59:00,1899-12-30 07:01:00,1899-12-30 18:59:00,4622,621,981,51.89
GWINNETT,BETHESDA UMC,07:19:00,20:05:00,1899-12-30 07:19:00,1899-12-30 20:05:00,2489,398,442,31.17
HEARD,OLD RECREATION CENTER GYM,07:05:00,19:02:00,1899-12-30 07:05:00,1899-12-30 19:02:00,2138,263,546,22.01
MUSCOGEE,EPWORTH UMC,07:03:00,19:36:00,1899-12-30 07:03:00,1899-12-30 19:36:00,4259,469,658,37.37
WALTON,AMERICAN LEGION POST 233,07:06:00,18:59:00,1899-12-30 07:06:00,1899-12-30 18:59:00,4288,423,792,35.6
MUSCOGEE,HOLSEY/BUENA VISTA ROAD,08:01:00,13:23:00,1899-12-30 08:01:00,1899-12-30 13:23:00,7189,13,1530,2.42
LOWNDES,PR 09 S LOWNDES,07:10:00,18:58:00,1899-12-30 07:10:00,1899-12-30 18:58:00,3903,330,527,27.97
NEWTON,WASHINGTON ST COMMUNITY CTR,07:24:00,19:27:00,1899-12-30 07:24:00,1899-12-30 19:27:00,4250,460,960,38.17
RICHMOND,BURNS MEM. UMC,07:06:00,18:58:00,1899-12-30 07:06:00,1899-12-30 18:58:00,3518,401,653,33.79
PAULDING,MULBERRY ROCK PARK,07:09:00,19:06:00,1899-12-30 07:09:00,1899-12-30 19:06:00,5441,618,1276,51.72
SPALDING,AMBUCS PARK GYM,07:04:00,18:52:00,1899-12-30 07:04:00,1899-12-30 18:52:00,1974,203,280,17.2
LIBERTY,HINESVILLE LODGE 271,07:33:00,18:59:00,1899-12-30 07:33:00,1899-12-30 18:59:00,2676,204,520,17.84
PAULDING,LEGACY BAPTIST CHURCH,07:01:00,19:01:00,1899-12-30 07:01:00,1899-12-30 19:01:00,4174,372,989,31
HALL,LULA CITY HALL COMMUNITY ROOM,07:02:00,18:50:00,1899-12-30 07:02:00,1899-12-30 18:50:00,3407,553,613,46.86
HENRY,FLIPPEN UNITED METHODIST CHURCH,07:03:00,19:01:00,1899-12-30 07:03:00,1899-12-30 19:01:00,4313,576,1134,48.13
GWINNETT,RIVERSIDE ELEM SCHOOL,07:01:00,19:36:00,1899-12-30 07:01:00,1899-12-30 19:36:00,4543,634,840,50.38
FULTON,Wilson Creek Elementary,07:10:00,21:00:00,1899-12-30 07:10:00,1899-12-30 21:00:00,4404,659,599,47.64
LEE,CENTURY FIRE STATION #2,07:01:00,18:56:00,1899-12-30 07:01:00,1899-12-30 18:56:00,3160,442,580,37.09
LEE,REDBONE FIRE STATION #5,07:01:00,19:09:00,1899-12-30 07:01:00,1899-12-30 19:09:00,4798,782,829,64.45
FULTON,Windward Fire Station,07:06:00,20:48:00,1899-12-30 07:06:00,1899-12-30 20:48:00,4556,689,830,50.29
GWINNETT,BETHESDA ELEM SCHOOL,07:04:00,19:01:00,1899-12-30 07:04:00,1899-12-30 19:01:00,4935,603,902,50.46
GWINNETT,EPIPHANY LUTHERAN CHURCH,07:04:00,18:58:00,1899-12-30 07:04:00,1899-12-30 18:58:00,3748,593,682,49.83
FULTON,Johns Creek Environmental Campus,07:11:00,21:23:00,1899-12-30 07:11:00,1899-12-30 21:23:00,11856,1370,2329,96.48
HENRY,LOCUST GROVE LIBRARY,07:18:00,20:30:00,1899-12-30 07:18:00,1899-12-30 20:30:00,6510,729,1413,55.23
HENRY,LOCUST GROVE EVENT CENTER,07:02:00,19:16:00,1899-12-30 07:02:00,1899-12-30 19:16:00,4707,601,1004,49.13
WHITE,SHOAL CRK CHURCH COMMUNITY BLD,07:04:00,18:52:00,1899-12-30 07:04:00,1899-12-30 18:52:00,2474,359,588,30.42
FULTON,Wheat Street Towers Apartment Complex,07:05:00,19:37:00,1899-12-30 07:05:00,1899-12-30 19:37:00,3699,524,319,41.81
GWINNETT,CENTERVILLE ELEM SCHOOL,07:07:00,19:15:00,1899-12-30 07:07:00,1899-12-30 19:15:00,4075,575,748,47.39
WALKER,CHICKAMAUGA CIVIC CENTER,07:02:00,20:37:00,1899-12-30 07:02:00,1899-12-30 20:37:00,6666,995,1373,73.25
NEWTON,PROSPECT METHODIST CHURCH,07:15:00,19:02:00,1899-12-30 07:15:00,1899-12-30 19:02:00,5944,957,1299,81.22
MUSCOGEE,COLUMBUS TECH,07:39:00,20:09:00,1899-12-30 07:39:00,1899-12-30 20:09:00,4249,340,468,27.2
NEWTON,RED OAK METHODIST CHURCH,06:29:00,19:04:00,1899-12-30 06:29:00,1899-12-30 19:04:00,3393,505,745,40.13
FULTON,Alpharetta High School,07:01:00,20:56:00,1899-12-30 07:01:00,1899-12-30 20:56:00,3632,453,573,32.55
GWINNETT,B B HARRIS ELEM SCHOOL,07:08:00,19:39:00,1899-12-30 07:08:00,1899-12-30 19:39:00,4948,684,762,54.65
MERIWETHER,LUTHERSVILLE CITY HALL,07:03:00,18:57:00,1899-12-30 07:03:00,1899-12-30 18:57:00,2692,319,542,26.81
HALL,HARMONY HALL BAPTIST CHURCH,07:15:00,19:04:00,1899-12-30 07:15:00,1899-12-30 19:04:00,6404,494,720,41.81
FULTON,Sandtown Park Gymnasium,07:19:00,21:01:00,1899-12-30 07:19:00,1899-12-30 21:01:00,4957,1006,1275,73.43
GWINNETT,GOOD SHEPHERD PRESBYTERIAN,09:23:00,19:10:00,1899-12-30 09:23:00,1899-12-30 19:10:00,3415,461,685,47.12
GWINNETT,DEPARTMENT OF WATER RESOURCES,10:13:00,20:17:00,1899-12-30 10:13:00,1899-12-30 20:17:00,6924,691,1037,68.64
FULTON,S.L. Lewis Elementary School,07:05:00,20:48:00,1899-12-30 07:05:00,1899-12-30 20:48:00,3035,503,542,36.67
FULTON,Liberty Baptist Church,07:47:00,20:53:00,1899-12-30 07:47:00,1899-12-30 20:53:00,3118,552,319,42.14
GWINNETT,MOUNTAIN PARK DEPOT,07:02:00,19:19:00,1899-12-30 07:02:00,1899-12-30 19:19:00,3427,505,838,41.11
RICHMOND,SOUTHSIDE BAPTIST CHURCH,07:03:00,18:56:00,1899-12-30 07:03:00,1899-12-30 18:56:00,3100,348,497,29.28
GWINNETT,FAITH COMMUNITY CHURCH,07:10:00,19:07:00,1899-12-30 07:10:00,1899-12-30 19:07:00,2624,462,635,38.66
GLYNN,SATILLA MARSH ELEM SCHOOL,07:05:00,18:56:00,1899-12-30 07:05:00,1899-12-30 18:56:00,2643,350,516,29.54
MONROE,MONROE CO RECREATION DEPT,07:09:00,18:56:00,1899-12-30 07:09:00,1899-12-30 18:56:00,4460,457,1167,38.78
GWINNETT,"GWT SCHOOL OF MATH, SCI & TECH",08:21:00,19:36:00,1899-12-30 08:21:00,1899-12-30 19:36:00,3340,410,372,36.44
ROCKDALE,ROCKDALE BAPTIST CHURCH,07:01:00,19:04:00,1899-12-30 07:01:00,1899-12-30 19:04:00,4382,607,1222,50.37
FULTON,Greater Bethany Baptist Church,07:02:00,20:55:00,1899-12-30 07:02:00,1899-12-30 20:55:00,2736,344,189,24.78
GWINNETT,Frank Osborne Middle School,07:02:00,19:23:00,1899-12-30 07:02:00,1899-12-30 19:23:00,4487,578,926,46.8
LONG,FIRE STATION DARWELL LONG ROAD,07:02:00,19:00:00,1899-12-30 07:02:00,1899-12-30 19:00:00,2444,314,418,26.24
HALL,HOPEWELL BAPTIST CHURCH,07:03:00,19:00:00,1899-12-30 07:03:00,1899-12-30 19:00:00,5693,650,1107,54.39
MUSCOGEE,CHURCH OF JESUS CHRIST OF LDS,07:11:00,19:01:00,1899-12-30 07:11:00,1899-12-30 19:01:00,5364,636,1118,53.75
RICHMOND,MCDUFFIE WOODS COMM CENTER,07:05:00,19:00:00,1899-12-30 07:05:00,1899-12-30 19:00:00,3401,295,508,24.76
FULTON,Hoyt Smith Center,07:06:00,20:50:00,1899-12-30 07:06:00,1899-12-30 20:50:00,3604,631,415,45.95
GWINNETT,PROSPECT UMC,07:03:00,19:25:00,1899-12-30 07:03:00,1899-12-30 19:25:00,4411,706,938,57.09
GWINNETT,NEW PROSPECT UMC,07:05:00,19:01:00,1899-12-30 07:05:00,1899-12-30 19:01:00,4894,609,862,51.03
GWINNETT,LANIER MIDDLE SCHOOL,07:09:00,19:05:00,1899-12-30 07:09:00,1899-12-30 19:05:00,4331,474,755,39.72
GLYNN,GLYNN COUNTY CAREER ACADEMY,07:04:00,18:58:00,1899-12-30 07:04:00,1899-12-30 18:58:00,2825,315,591,26.47
SPALDING,SECOND BAPTIST CHURCH,07:04:00,19:07:00,1899-12-30 07:04:00,1899-12-30 19:07:00,2262,174,201,14.44
HALL,LANIER HILLS CHURCH,07:04:00,18:55:00,1899-12-30 07:04:00,1899-12-30 18:55:00,3392,400,836,33.76
GLYNN,MARSHES OF GLYNN CHURCH,08:58:00,19:31:00,1899-12-30 08:58:00,1899-12-30 19:31:00,3290,421,564,39.91
SPALDING,UGA CAMPUS-FLYNT BLDG,07:02:00,18:59:00,1899-12-30 07:02:00,1899-12-30 18:59:00,3746,342,613,28.62
GLYNN,STERLING ELEMENTARY SCHOOL,07:37:00,19:28:00,1899-12-30 07:37:00,1899-12-30 19:28:00,4368,504,856,42.53
GLYNN,C B GREER ELEMENTARY SCHOOL,07:13:00,19:09:00,1899-12-30 07:13:00,1899-12-30 19:09:00,3124,353,647,29.58
JACKSON,HISTORIC BRASELTON GYM,07:02:00,19:02:00,1899-12-30 07:02:00,1899-12-30 19:02:00,13855,1670,2915,139.17
GWINNETT,RICHLAND HOMEOWNERS CLUBHOUSE,07:01:00,19:00:00,1899-12-30 07:01:00,1899-12-30 19:00:00,4246,602,708,50.24
PAULDING,POPLAR SPRINGS BAPTIST CHURCH,07:04:00,19:04:00,1899-12-30 07:04:00,1899-12-30 19:04:00,4568,564,978,47
ROCKDALE,PRESBY. CHURCH OF RESURRECTION,07:07:00,18:57:00,1899-12-30 07:07:00,1899-12-30 18:57:00,3874,463,949,39.13
ROCKDALE,GOV'T ANNEX,07:11:00,19:03:00,1899-12-30 07:11:00,1899-12-30 19:03:00,3968,444,939,37.42
GORDON,PLEASANT VALLEY BAPTIST CHURCH,07:01:00,18:58:00,1899-12-30 07:01:00,1899-12-30 18:58:00,2761,388,462,32.47
GLYNN,BALLARD COMPLEX,07:22:00,19:05:00,1899-12-30 07:22:00,1899-12-30 19:05:00,3062,240,593,20.48
NEWTON,VOICE OF PENTECOST,07:06:00,19:08:00,1899-12-30 07:06:00,1899-12-30 19:08:00,4748,615,1061,51.11
GWINNETT,BOGAN PARK COMMUNITY RECREATION CENTER,07:06:00,19:03:00,1899-12-30 07:06:00,1899-12-30 19:03:00,5354,681,1200,56.99
HALL,MOUNT SALEM BAPTIST CHURCH,07:06:00,18:58:00,1899-12-30 07:06:00,1899-12-30 18:58:00,5526,597,1155,50.31
WALKER,ROSSVILLE MUNICIPAL CIVIC CENTER,07:12:00,19:00:00,1899-12-30 07:12:00,1899-12-30 19:00:00,6109,680,916,57.63
POLK,BERT WOOD YOUTH & ATHLETIC COM,07:03:00,18:59:00,1899-12-30 07:03:00,1899-12-30 18:59:00,5935,511,1811,42.82
GWINNETT,T.W. BRISCOE PARK,07:04:00,19:16:00,1899-12-30 07:04:00,1899-12-30 19:16:00,3882,551,619,45.16
HALL,OGT FAMILY WORSHIP CENTER,07:04:00,18:56:00,1899-12-30 07:04:00,1899-12-30 18:56:00,4112,525,942,44.24
FULTON,South Atlanta High School,07:05:00,18:58:00,1899-12-30 07:05:00,1899-12-30 18:58:00,2830,381,275,32.06
GWINNETT,KANOHEDA ELEM SCHOOL,07:14:00,19:04:00,1899-12-30 07:14:00,1899-12-30 19:04:00,3970,488,435,41.24
FULTON,Elkins Pointe Middle School,07:12:00,19:06:00,1899-12-30 07:12:00,1899-12-30 19:06:00,2689,351,321,29.5
WALTON,THE PRAISE CENTER,07:02:00,18:56:00,1899-12-30 07:02:00,1899-12-30 18:56:00,5126,663,887,55.71
RICHMOND,E CENT REG HOSP-GRACEWOOD,07:04:00,18:54:00,1899-12-30 07:04:00,1899-12-30 18:54:00,3913,361,646,30.51
GWINNETT,ST. PATRICK'S CATHOLIC CHURCH,07:08:00,19:22:00,1899-12-30 07:08:00,1899-12-30 19:22:00,3288,388,480,31.72
RICHMOND,MINNICK PARK,07:10:00,19:09:00,1899-12-30 07:10:00,1899-12-30 19:09:00,2781,292,404,24.37
GWINNETT,THE NETT AT BERKMAR,07:03:00,19:33:00,1899-12-30 07:03:00,1899-12-30 19:33:00,3200,433,422,34.64
FANNIN,FANNIN COUNTY SENIOR CENTER,07:11:00,18:59:00,1899-12-30 07:11:00,1899-12-30 18:59:00,3371,377,926,31.95
GWINNETT,1ST CHINESE BAPTIST CH OF ATL,07:03:00,19:03:00,1899-12-30 07:03:00,1899-12-30 19:03:00,3125,360,510,30
FULTON,Perkerson Park Recreation Center,07:12:00,19:04:00,1899-12-30 07:12:00,1899-12-30 19:04:00,2219,256,252,21.57
WHITFIELD,DSC-JAMES BROWN CENTER,07:12:00,19:03:00,1899-12-30 07:12:00,1899-12-30 19:03:00,2930,428,667,36.12
RICHMOND,BERNIE WARD COMMUNITY CENTER,07:03:00,18:58:00,1899-12-30 07:03:00,1899-12-30 18:58:00,5401,460,844,38.6
FANNIN,FIRE STATION 2,07:37:00,19:05:00,1899-12-30 07:37:00,1899-12-30 19:05:00,1705,247,529,21.54
GWINNETT,BETHANY BAPTIST CHURCH,07:02:00,20:11:00,1899-12-30 07:02:00,1899-12-30 20:11:00,4628,656,700,49.89
LIBERTY,LIBERTY COUNTY COMPLEX,07:44:00,19:31:00,1899-12-30 07:44:00,1899-12-30 19:31:00,4247,369,1268,31.32
GORDON,BELMONT CHURCH FAMILY LIFE CTR,07:01:00,19:16:00,1899-12-30 07:01:00,1899-12-30 19:16:00,6150,639,1056,52.16
HOUSTON,TED WRIGHT BUILDING,07:09:00,19:01:00,1899-12-30 07:09:00,1899-12-30 19:01:00,4364,524,951,44.16
RICHMOND,WARREN RD RECREATION CENTER,07:11:00,18:58:00,1899-12-30 07:11:00,1899-12-30 18:58:00,3603,390,926,33.1
GLYNN,HOWARD COFFIN PARK,07:02:00,19:07:00,1899-12-30 07:02:00,1899-12-30 19:07:00,3162,305,488,25.24
FANNIN,FIRE STATION 12,07:13:00,19:06:00,1899-12-30 07:13:00,1899-12-30 19:06:00,2312,286,694,24.07
FULTON,St. Mary's Orthodox Church of Atlanta,07:03:00,20:57:00,1899-12-30 07:03:00,1899-12-30 20:57:00,6560,1169,1141,84.1
HENRY,RED OAK UNITED METHODIST,07:02:00,20:20:00,1899-12-30 07:02:00,1899-12-30 20:20:00,5415,830,1260,62.41
MUSCOGEE,ST ANDREWS PRESBYTERIAN,07:02:00,18:59:00,1899-12-30 07:02:00,1899-12-30 18:59:00,7529,910,1599,76.15
FULTON,Hammond Park Gym,07:03:00,20:59:00,1899-12-30 07:03:00,1899-12-30 20:59:00,7219,875,1350,62.8
FULTON,Sara Rawson Smith School,07:04:00,20:43:00,1899-12-30 07:04:00,1899-12-30 20:43:00,7287,985,1112,72.16
GWINNETT,LENORA PARK GYM,07:13:00,20:48:00,1899-12-30 07:13:00,1899-12-30 20:48:00,5670,721,1278,53.08
MURRAY,MURRAY COUNTY RECREATION DEPARTMENT,07:05:00,19:02:00,1899-12-30 07:05:00,1899-12-30 19:02:00,7999,383,2051,32.05
FULTON,Sandy Springs Middle School,07:03:00,20:54:00,1899-12-30 07:03:00,1899-12-30 20:54:00,6990,969,862,69.96
GWINNETT,PINCKNEYVILLE COMMUNITY CENTER,07:08:00,18:59:00,1899-12-30 07:08:00,1899-12-30 18:59:00,4402,614,996,51.81
GWINNETT,SHILOH ELEMENTARY SCHOOL,07:34:00,19:02:00,1899-12-30 07:34:00,1899-12-30 19:02:00,3118,490,748,42.73
FULTON,Central Park Recreation Center,08:13:00,22:24:00,1899-12-30 08:13:00,1899-12-30 22:24:00,6071,906,936,63.88
PAULDING,PAULDING SENIOR CENTER,07:03:00,19:00:00,1899-12-30 07:03:00,1899-12-30 19:00:00,5449,579,1130,48.45
HENRY,NEW HOPE UNITED METHODIST CHURCH,07:03:00,19:16:00,1899-12-30 07:03:00,1899-12-30 19:16:00,4718,647,717,52.96
FULTON,Dogwood Senior Center,07:05:00,20:28:00,1899-12-30 07:05:00,1899-12-30 20:28:00,3115,519,348,38.78
FULTON,Wills Park Recreation Center,07:06:00,20:54:00,1899-12-30 07:06:00,1899-12-30 20:54:00,6223,818,1072,59.28
GORDON,SONORAVILLE RECREATION DEPT.,07:03:00,18:57:00,1899-12-30 07:03:00,1899-12-30 18:57:00,5191,726,933,61.01
FULTON,New Life Presbyterian Church,07:04:00,22:40:00,1899-12-30 07:04:00,1899-12-30 22:40:00,6611,939,966,60.19
RICHMOND,PROVIDENCE BAPTIST CHURCH,07:05:00,19:01:00,1899-12-30 07:05:00,1899-12-30 19:01:00,4890,658,1216,55.14
FULTON,Roswell Library,07:03:00,21:10:00,1899-12-30 07:03:00,1899-12-30 21:10:00,11079,1031,2235,73.03
FULTON,St Stephen Missionary Baptist Church,07:24:00,21:04:00,1899-12-30 07:24:00,1899-12-30 21:04:00,6199,1106,1198,80.93
FULTON,Northview High School,07:06:00,20:40:00,1899-12-30 07:06:00,1899-12-30 20:40:00,5497,805,721,59.34
HENRY,BEREA CHRISTIAN CHURCH,07:08:00,19:50:00,1899-12-30 07:08:00,1899-12-30 19:50:00,5371,741,1093,58.35
GWINNETT,DUNCAN CREEK ELEMENTARY,07:02:00,19:31:00,1899-12-30 07:02:00,1899-12-30 19:31:00,5114,715,914,57.28
RICHMOND,DIAMOND LAKES REGIONAL PARK,07:03:00,19:23:00,1899-12-30 07:03:00,1899-12-30 19:23:00,5144,677,1601,54.89
FULTON,The Enon Church,07:06:00,20:52:00,1899-12-30 07:06:00,1899-12-30 20:52:00,6666,1126,1448,81.79
GWINNETT,GRACE NEW HOPE CHURCH,07:06:00,19:53:00,1899-12-30 07:06:00,1899-12-30 19:53:00,6231,997,1375,77.99
GWINNETT,BEST FRIEND PARK,07:04:00,18:54:00,1899-12-30 07:04:00,1899-12-30 18:54:00,2516,285,279,24.08
LAMAR,LAMAR CO LIBRARY SUSAN COLEMAN MEETING ROOM,07:03:00,18:53:00,1899-12-30 07:03:00,1899-12-30 18:53:00,2363,253,523,21.38
QUITMAN,COURTHOUSE,07:15:00,18:56:00,1899-12-30 07:15:00,1899-12-30 18:56:00,1504,251,407,21.48
HALL,FIRST BAPTIST GAINESVILLE,07:33:00,18:53:00,1899-12-30 07:33:00,1899-12-30 18:53:00,4179,449,947,39.62
WALTON,FIRST CHRISTIAN CHURCH,07:02:00,18:56:00,1899-12-30 07:02:00,1899-12-30 18:56:00,3856,395,776,33.19
FULTON,Hillside Elementary School,07:04:00,20:59:00,1899-12-30 07:04:00,1899-12-30 20:59:00,7368,1173,987,84.29
