County,Polling Place,First Check-In,Last Check-In, First Check-In,Last Check In,Active Registered Voters,Total Election Day Check-Ins,Total EV,Voters/Hour
FANNIN,EPWORTH COMMUNITY CENTER,07:25:00,19:08:00,1899-12-30 07:25:00,1899-12-30 19:08:00,3035,385,770,32.86
FRANKLIN,SANDY CROSS FIRE DEPARTMENT,07:35:00,19:32:00,1899-12-30 07:35:00,1899-12-30 19:32:00,2355,387,686,32.38
HALL,FLOWERY BRANCH ELEMENTARY,07:01:00,18:57:00,1899-12-30 07:01:00,1899-12-30 18:57:00,4202,532,853,44.58
FULTON,Esther Jackson Elementary School,08:11:00,20:52:00,1899-12-30 08:11:00,1899-12-30 20:52:00,2970,561,446,44.23
GWINNETT,ST STEPHEN THE MARTYR CHURCH,07:03:00,19:00:00,1899-12-30 07:03:00,1899-12-30 19:00:00,1743,296,347,24.77
FAYETTE,F'VILLE FIRST BAPTIST CHURCH,07:04:00,18:55:00,1899-12-30 07:04:00,1899-12-30 18:55:00,2775,174,652,14.68
HALL,OAKWOOD FAMILY YMCA,07:04:00,18:58:00,1899-12-30 07:04:00,1899-12-30 18:58:00,2754,296,372,24.87
GWINNETT,FIRST BAPTIST CHURCH GRAYSON,07:11:00,19:27:00,1899-12-30 07:11:00,1899-12-30 19:27:00,4395,663,1004,54.05
WASHINGTON,OCONEE FIRE STATION,07:16:00,18:54:00,1899-12-30 07:16:00,1899-12-30 18:54:00,6080,127,2225,10.92
GWINNETT,GEORGE PIERCE PARK COMMUNITY RECREATION CENTER,08:08:00,19:26:00,1899-12-30 08:08:00,1899-12-30 19:26:00,4421,505,956,44.69
WARREN,COMMUNITY SERVICE BUILDING,07:04:00,19:01:00,1899-12-30 07:04:00,1899-12-30 19:01:00,3755,534,1174,44.69
RICHMOND,GRACEWOOD COMMUNITY CENTER,07:04:00,19:01:00,1899-12-30 07:04:00,1899-12-30 19:01:00,3867,591,1061,49.46
WALTON,BOLD SPGS UNITED METHODIST CH,07:08:00,18:59:00,1899-12-30 07:08:00,1899-12-30 18:59:00,3665,594,823,50.13
WALKER,CHATTANOOGA VALLEY CHURCH OF THE NAZARENE,07:11:00,19:48:00,1899-12-30 07:11:00,1899-12-30 19:48:00,6177,810,1243,64.2
GREENE,GREENE COUNTY ANNEX,07:02:00,19:23:00,1899-12-30 07:02:00,1899-12-30 19:23:00,3934,392,1007,31.74
GWINNETT,PEACHTREE CORNERS CHRISTIAN,07:06:00,18:57:00,1899-12-30 07:06:00,1899-12-30 18:57:00,2155,361,496,30.46
LAURENS,BREWTON LOVETT VOL FIRE DEPT,07:07:00,19:01:00,1899-12-30 07:07:00,1899-12-30 19:01:00,1672,313,306,26.3
FAYETTE,P'TREE CITY CHRISTIAN CHURCH,07:09:00,18:57:00,1899-12-30 07:09:00,1899-12-30 18:57:00,4363,497,1017,42.12
FULTON,Haynes Bridge Middle,07:10:00,20:47:00,1899-12-30 07:10:00,1899-12-30 20:47:00,3260,479,534,35.18
WALTON,SAINT ALBAN'S EPISCOPAL CHURCH,07:04:00,18:59:00,1899-12-30 07:04:00,1899-12-30 18:59:00,4095,475,891,39.86
WILKES,SENIOR CITIZEN CENTER,07:05:00,18:52:00,1899-12-30 07:05:00,1899-12-30 18:52:00,1551,204,418,17.31
FAYETTE,F'VILLE UNITED METH. CHURCH,07:11:00,18:55:00,1899-12-30 07:11:00,1899-12-30 18:55:00,2020,257,504,21.9
FULTON,Atlanta Police Athletic League,07:22:00,18:54:00,1899-12-30 07:22:00,1899-12-30 18:54:00,1793,184,222,15.95
TROUP,FAITH BAPTIST CHURCH,07:25:00,19:01:00,1899-12-30 07:25:00,1899-12-30 19:01:00,4224,559,874,48.19
GWINNETT,SNELLVILLE UMC,07:35:00,18:57:00,1899-12-30 07:35:00,1899-12-30 18:57:00,2261,288,594,25.34
MURRAY,ZION HILL BAPTIST CHURCH,07:08:00,18:56:00,1899-12-30 07:08:00,1899-12-30 18:56:00,2799,528,451,44.75
RICHMOND,BUILDING WORSHIP CENTER,07:03:00,19:03:00,1899-12-30 07:03:00,1899-12-30 19:03:00,2369,220,340,18.33
GRADY,CAIRO MUNICIPAL AIRPORT,07:16:00,18:58:00,1899-12-30 07:16:00,1899-12-30 18:58:00,2181,346,640,29.57
GWINNETT,EBENEZER BAPTIST CHURCH,07:07:00,19:35:00,1899-12-30 07:07:00,1899-12-30 19:35:00,2644,507,476,40.67
GWINNETT,GWINNETT COMMUNITY CHURCH,10:40:00,19:25:00,1899-12-30 10:40:00,1899-12-30 19:25:00,2677,279,550,31.89
LAMAR,LAMAR SERVICE CENTER,06:53:00,18:57:00,1899-12-30 06:53:00,1899-12-30 18:57:00,2721,341,693,28.26
LAURENS,LAURENS COUNTY FIRE STA #10 (VALAMBROSIA),07:06:00,19:02:00,1899-12-30 07:06:00,1899-12-30 19:02:00,2014,310,467,25.98
GRADY,BOY SCOUTS BUILDING,07:08:00,18:56:00,1899-12-30 07:08:00,1899-12-30 18:56:00,1164,331,243,28.05
RICHMOND,WINDSOR SPRING BAPTIST CHURCH,07:16:00,19:06:00,1899-12-30 07:16:00,1899-12-30 19:06:00,3571,525,886,44.37
ROCKDALE,ST. PIUS CATHOLIC CHURCH,07:04:00,19:37:00,1899-12-30 07:04:00,1899-12-30 19:37:00,4557,596,1368,47.49
FLOYD,ROME CIVIC CENTER,07:12:00,18:59:00,1899-12-30 07:12:00,1899-12-30 18:59:00,2882,292,733,24.78
MUSCOGEE,SALVATION ARMY,07:08:00,19:14:00,1899-12-30 07:08:00,1899-12-30 19:14:00,2995,444,569,36.69
GWINNETT,EVANGEL COMMUNITY CHURCH,07:16:00,19:07:00,1899-12-30 07:16:00,1899-12-30 19:07:00,3540,531,863,44.81
GWINNETT,OAK ROAD LUTHERAN CHURCH,07:04:00,19:07:00,1899-12-30 07:04:00,1899-12-30 19:07:00,3449,538,746,44.65
HALL,CHICOPEE BAPTIST CHURCH,07:07:00,19:01:00,1899-12-30 07:07:00,1899-12-30 19:01:00,3555,290,504,24.37
SPALDING,CITY PARK GYM,07:04:00,19:24:00,1899-12-30 07:04:00,1899-12-30 19:24:00,2382,225,367,18.24
TATTNALL,ADULT LITERACY CENTER,07:39:00,19:02:00,1899-12-30 07:39:00,1899-12-30 19:02:00,2407,346,653,30.4
FULTON,Continental Colony Elementary School,07:03:00,18:55:00,1899-12-30 07:03:00,1899-12-30 18:55:00,2018,280,362,23.6
SPALDING,EAGLES LANDING BAPTIST CHURCH,07:03:00,18:57:00,1899-12-30 07:03:00,1899-12-30 18:57:00,4482,353,1825,29.66
GILMER,FLAT CREEK FIRE STATION,07:01:00,18:59:00,1899-12-30 07:01:00,1899-12-30 18:59:00,2780,366,726,30.58
RICHMOND,FRIEDMAN BRANCH LIBRARY,07:04:00,18:54:00,1899-12-30 07:04:00,1899-12-30 18:54:00,1737,255,290,21.55
FULTON,First Presbyterian Church,07:03:00,19:20:00,1899-12-30 07:03:00,1899-12-30 19:20:00,1915,267,461,21.74
HARALSON,ANTIOCH BAPTIST CHURCH,07:06:00,18:53:00,1899-12-30 07:06:00,1899-12-30 18:53:00,1032,168,247,14.26
GILMER,MOUNTAINTOWN FIRE STATION,07:08:00,18:57:00,1899-12-30 07:08:00,1899-12-30 18:57:00,1130,202,297,17.09
GWINNETT,MASON ELEM SCHOOL,07:14:00,19:03:00,1899-12-30 07:14:00,1899-12-30 19:03:00,3516,445,671,37.66
MUSCOGEE,COLUMBUS PUBLIC LIBRARY,07:45:00,19:06:00,1899-12-30 07:45:00,1899-12-30 19:06:00,4168,373,887,32.86
MUSCOGEE,FIRST AFRICAN BAPTIST CHURCH,07:05:00,18:56:00,1899-12-30 07:05:00,1899-12-30 18:56:00,1849,179,246,15.11
HART,REED CREEK FAMILY LIFE CENTER,07:02:00,18:59:00,1899-12-30 07:02:00,1899-12-30 18:59:00,2852,478,972,40
LOWNDES,PR 06 MILDRED,07:04:00,18:58:00,1899-12-30 07:04:00,1899-12-30 18:58:00,4248,281,549,23.61
GWINNETT,FIVE FORKS LIBRARY,09:29:00,18:54:00,1899-12-30 09:29:00,1899-12-30 18:54:00,1588,170,395,18.05
FAYETTE,GLENLOCH RECREATION CENTER,07:09:00,19:04:00,1899-12-30 07:09:00,1899-12-30 19:04:00,1616,229,327,19.22
WARE,JAMESTOWN BAPTIST CHURCH,07:06:00,19:05:00,1899-12-30 07:06:00,1899-12-30 19:05:00,1544,304,358,25.37
WARE,WARE BOE TRANSPORTATION,07:04:00,20:14:00,1899-12-30 07:04:00,1899-12-30 20:14:00,3727,497,1051,37.75
GWINNETT,1ST BAPTIST CHURCH OF LVILLE,07:02:00,19:03:00,1899-12-30 07:02:00,1899-12-30 19:03:00,3484,337,656,28.04
FLOYD,ALTO PARK ELEM GYM,07:04:00,19:38:00,1899-12-30 07:04:00,1899-12-30 19:38:00,3125,401,869,31.91
TWIGGS,DRY BRANCH VOL FIRE DEPT,07:06:00,18:57:00,1899-12-30 07:06:00,1899-12-30 18:57:00,1525,173,266,14.6
HALL,EAST HALL COMMUNITY BUILDING,07:05:00,18:51:00,1899-12-30 07:05:00,1899-12-30 18:51:00,3991,348,708,29.58
GWINNETT,BERKMAR MIDDLE SCHOOL,07:04:00,19:10:00,1899-12-30 07:04:00,1899-12-30 19:10:00,1451,187,215,15.45
HOUSTON,COUNTY ANNEX BUILDING - LOBBY,07:05:00,18:58:00,1899-12-30 07:05:00,1899-12-30 18:58:00,4421,386,1178,32.48
FORSYTH,SHARON SPRINGS PARK COMMUNITY BUILDING,07:02:00,19:43:00,1899-12-30 07:02:00,1899-12-30 19:43:00,8023,706,1944,55.66
FULTON,Ormewood Park Presbyterian Church,07:02:00,20:46:00,1899-12-30 07:02:00,1899-12-30 20:46:00,4107,1055,974,76.82
FULTON,St. James United Methodist Church,08:11:00,19:05:00,1899-12-30 08:11:00,1899-12-30 19:05:00,7123,923,1527,84.68
RICHMOND,ASBURY METHODIST CHURCH,07:03:00,18:56:00,1899-12-30 07:03:00,1899-12-30 18:56:00,2871,450,541,37.87
FULTON,Mount Vernon Baptist Church,07:08:00,20:56:00,1899-12-30 07:08:00,1899-12-30 20:56:00,6532,830,1563,60.14
GWINNETT,PEACHTREE ROAD BAPTIST CHURCH,07:01:00,19:02:00,1899-12-30 07:01:00,1899-12-30 19:02:00,2687,409,479,34.04
FAYETTE,FAYETTE COUNTY PUBLIC LIBRARY,07:01:00,18:58:00,1899-12-30 07:01:00,1899-12-30 18:58:00,3147,449,907,37.57
MUSCOGEE,PSALMOND RECREATION CENTER,07:03:00,19:10:00,1899-12-30 07:03:00,1899-12-30 19:10:00,6889,906,1762,74.77
GWINNETT,BEAVER RIDGE ELEMENTARY SCHOOL,07:04:00,19:04:00,1899-12-30 07:04:00,1899-12-30 19:04:00,2625,327,316,27.25
MURRAY,MOUNT PISGAH BAPTIST CHURCH,07:06:00,18:58:00,1899-12-30 07:06:00,1899-12-30 18:58:00,2016,380,397,32.02
FULTON,Peachtree Christian Church,07:01:00,20:48:00,1899-12-30 07:01:00,1899-12-30 20:48:00,4608,844,845,61.23
FULTON,Manning Oaks Elementary School,07:02:00,20:53:00,1899-12-30 07:02:00,1899-12-30 20:53:00,7564,1036,1133,74.8
FULTON,Langston Hughes High School,07:04:00,20:48:00,1899-12-30 07:04:00,1899-12-30 20:48:00,2740,534,544,38.88
HALL,FAIR STREET NEIGHBORHOOD CNTR,07:02:00,18:56:00,1899-12-30 07:02:00,1899-12-30 18:56:00,3255,276,510,23.19
HENRY,ELLENWOOD OAKS COMMUNITY CHURCH,07:11:00,19:18:00,1899-12-30 07:11:00,1899-12-30 19:18:00,4194,699,1433,57.69
HENRY,FIRST BAPTIST CHURCH OF MCDONOUGH,07:03:00,19:01:00,1899-12-30 07:03:00,1899-12-30 19:01:00,4137,537,1140,44.87
FULTON,Parkside Elementary School,07:11:00,21:11:00,1899-12-30 07:11:00,1899-12-30 21:11:00,3478,840,730,60
HENRY,OAKLAND BAPTIST CHURCH,07:02:00,18:59:00,1899-12-30 07:02:00,1899-12-30 18:59:00,4412,640,1147,53.56
WHITFIELD,VARNELL NEW GYMNASIUM,07:03:00,19:07:00,1899-12-30 07:03:00,1899-12-30 19:07:00,4971,800,932,66.3
FAYETTE,NEW HOPE BAPTIST CHURCH,07:09:00,19:02:00,1899-12-30 07:09:00,1899-12-30 19:02:00,2931,499,963,41.99
GWINNETT,1ST BAPTIST CHURCH OF LILBURN,07:05:00,18:58:00,1899-12-30 07:05:00,1899-12-30 18:58:00,2435,301,309,25.33
GWINNETT,COMMUNITY OF GRACE LUTHERAN CH,07:45:00,19:30:00,1899-12-30 07:45:00,1899-12-30 19:30:00,4341,715,931,60.85
GWINNETT,BEAVER RUIN RD BAPTIST CHURCH,07:14:00,19:01:00,1899-12-30 07:14:00,1899-12-30 19:01:00,1890,288,180,24.44
TROUP,BOARD OF EDUCATION,07:14:00,18:58:00,1899-12-30 07:14:00,1899-12-30 18:58:00,2859,378,750,32.22
HENRY,MT. BETHEL UNITED METHODIST,07:03:00,19:01:00,1899-12-30 07:03:00,1899-12-30 19:01:00,3440,576,570,48.13
FULTON,Tracey Wyatt Community Center,07:05:00,20:29:00,1899-12-30 07:05:00,1899-12-30 20:29:00,3109,280,183,20.9
HENRY,LIGHTHOUSE COMMUNITY CHURCH,07:11:00,19:05:00,1899-12-30 07:11:00,1899-12-30 19:05:00,3614,527,988,44.29
ROCKDALE,CONYERS 1ST UNITED METH CHURCH,06:54:00,19:06:00,1899-12-30 06:54:00,1899-12-30 19:06:00,3639,443,690,36.31
WALTON,WALTON CO BD OF EDU ANNEX,07:01:00,18:57:00,1899-12-30 07:01:00,1899-12-30 18:57:00,4794,517,1031,43.32
RICHMOND,EASTVIEW RECREATION CENTER,07:08:00,18:59:00,1899-12-30 07:08:00,1899-12-30 18:59:00,3061,299,569,25.23
HENRY,SALEM BAPTIST CHURCH,07:13:00,19:21:00,1899-12-30 07:13:00,1899-12-30 19:21:00,3302,480,776,39.56
FAYETTE,LIBERTY BAPTIST CHURCH,07:21:00,19:00:00,1899-12-30 07:21:00,1899-12-30 19:00:00,3198,612,1139,52.53
RICHMOND,VINEYARD CHURCH,07:23:00,19:01:00,1899-12-30 07:23:00,1899-12-30 19:01:00,2695,342,426,29.4
HARRIS,EMMANUEL BAPTIST CHURCH,07:04:00,19:03:00,1899-12-30 07:04:00,1899-12-30 19:03:00,2768,361,655,30.13
FULTON,Dolvin Elementary School,07:07:00,20:56:00,1899-12-30 07:07:00,1899-12-30 20:56:00,5173,652,958,47.19
WALKER,FAIRVIEW VFW POST 3679,07:09:00,18:46:00,1899-12-30 07:09:00,1899-12-30 18:46:00,2938,335,426,28.84
RICHMOND,CROSS CREEK HIGH SCHOOL,07:01:00,18:44:00,1899-12-30 07:01:00,1899-12-30 18:44:00,2326,343,525,29.27
MURRAY,FIRE STATION #5,07:02:00,18:59:00,1899-12-30 07:02:00,1899-12-30 18:59:00,3068,484,509,40.5
FULTON,Johns Creek High School,07:06:00,18:59:00,1899-12-30 07:06:00,1899-12-30 18:59:00,3295,454,502,38.2
FULTON,St. Peter Missionary Baptist Church,07:29:00,20:33:00,1899-12-30 07:29:00,1899-12-30 20:33:00,2461,416,355,31.84
WALTON,THE CROSS LOGANVILLE,07:07:00,18:59:00,1899-12-30 07:07:00,1899-12-30 18:59:00,1919,476,376,40.11
POLK,ROCKMART COMMUNITY CENTER,06:59:00,19:00:00,1899-12-30 06:59:00,1899-12-30 19:00:00,5473,626,1373,52.09
FULTON,Thomasville Recreation Center,07:03:00,19:03:00,1899-12-30 07:03:00,1899-12-30 19:03:00,1527,131,91,10.92
GORDON,FAIRMOUNT COMMUNITY CENTER,07:04:00,18:57:00,1899-12-30 07:04:00,1899-12-30 18:57:00,1897,372,346,31.3
HALL,FIRST BAPT CHURCH FLOWERY BR,07:27:00,19:06:00,1899-12-30 07:27:00,1899-12-30 19:06:00,3428,369,627,31.67
RICHMOND,ST. MARK UNITED METH. CHURCH,07:02:00,18:53:00,1899-12-30 07:02:00,1899-12-30 18:53:00,1962,274,356,23.12
FULTON,Welcome All Recreation Center,07:18:00,20:57:00,1899-12-30 07:18:00,1899-12-30 20:57:00,4615,801,1235,58.68
LONG,CITY HALL,07:19:00,18:54:00,1899-12-30 07:19:00,1899-12-30 18:54:00,1857,194,329,16.75
HALL,CHESTATEE HIGH SCHOOL,07:02:00,18:56:00,1899-12-30 07:02:00,1899-12-30 18:56:00,3772,452,826,37.98
HARRIS,WAVERLY HALL CITY HALL,07:03:00,18:51:00,1899-12-30 07:03:00,1899-12-30 18:51:00,2750,335,581,28.39
FRANKLIN,LAVONIA COMMUNITY CENTER,07:05:00,18:59:00,1899-12-30 07:05:00,1899-12-30 18:59:00,2301,345,619,28.99
TROUP,HOGANSVILLE LIBRARY,07:05:00,19:12:00,1899-12-30 07:05:00,1899-12-30 19:12:00,3665,462,756,38.13
FULTON,Berean Seventh Day Adventist Church,08:03:00,20:39:00,1899-12-30 08:03:00,1899-12-30 20:39:00,1990,336,312,26.67
GWINNETT,FORREST HILLS @ MOUNTAIN VIEW,07:05:00,18:56:00,1899-12-30 07:05:00,1899-12-30 18:56:00,1738,263,439,22.19
ROCKDALE,GOV'T ANNEX,07:21:00,19:35:00,1899-12-30 07:21:00,1899-12-30 19:35:00,3332,397,865,32.45
HART,HART CO RECREATION CENTER,07:08:00,19:10:00,1899-12-30 07:08:00,1899-12-30 19:10:00,6239,736,1904,61.16
GWINNETT,NEW MERCIES CHRISTIAN CHURCH,08:34:00,19:07:00,1899-12-30 08:34:00,1899-12-30 19:07:00,2834,391,606,37.06
FULTON,First Baptist Church of Sandy Springs / Cumberland Academy,07:08:00,18:59:00,1899-12-30 07:08:00,1899-12-30 18:59:00,2715,375,480,31.65
GILMER,TAILS CREEK CLUBHOUSE,07:09:00,18:50:00,1899-12-30 07:09:00,1899-12-30 18:50:00,1649,247,311,21.14
FULTON,Allen Temple African Methodist Episcopal Church,07:25:00,20:38:00,1899-12-30 07:25:00,1899-12-30 20:38:00,2175,237,193,17.93
LAURENS,RURAL FIRE STATION #17,07:09:00,19:07:00,1899-12-30 07:09:00,1899-12-30 19:07:00,2238,395,464,33.01
GILMER,COOSAWATTEE SHRINE CLUB,07:09:00,19:00:00,1899-12-30 07:09:00,1899-12-30 19:00:00,1746,240,474,20.25
PICKENS,PICKENS JUNIOR HIGH SCHOOL,07:13:00,18:54:00,1899-12-30 07:13:00,1899-12-30 18:54:00,2417,360,686,30.81
GLYNN,NORTHSIDE BAPTIST CHURCH,07:38:00,19:06:00,1899-12-30 07:38:00,1899-12-30 19:06:00,3129,335,542,29.22
WALTON,1ST BAPT CH MONROE CHURCH HALL,07:11:00,19:01:00,1899-12-30 07:11:00,1899-12-30 19:01:00,3723,427,754,36.08
HALL,SPOUT SPRINGS LIBRARY,07:02:00,18:57:00,1899-12-30 07:02:00,1899-12-30 18:57:00,3050,369,733,30.97
GLYNN,BLYTHE ISLAND BAPTIST CHURCH,07:04:00,19:01:00,1899-12-30 07:04:00,1899-12-30 19:01:00,2416,316,559,26.44
ROCKDALE,HERITAGE HILLS BAPTIST CHURCH,07:08:00,19:24:00,1899-12-30 07:08:00,1899-12-30 19:24:00,4142,525,1341,42.8
RICHMOND,MAY PARK RECREATION CENTER,07:32:00,19:02:00,1899-12-30 07:32:00,1899-12-30 19:02:00,2151,207,151,18
PICKENS,HILL CITY ELEMENTARY SCHOOL,08:46:00,19:01:00,1899-12-30 08:46:00,1899-12-30 19:01:00,1921,300,449,29.27
LIBERTY,LEWIS FRASIER SCHOOL GYM,07:07:00,19:08:00,1899-12-30 07:07:00,1899-12-30 19:08:00,4208,366,1070,30.46
LIBERTY,FLEMING BAP. FAMILY LIFE CTR.,07:44:00,19:04:00,1899-12-30 07:44:00,1899-12-30 19:04:00,3062,401,688,35.38
WAYNE,UNITY CHURCH OF GOD #1,07:05:00,19:01:00,1899-12-30 07:05:00,1899-12-30 19:01:00,2962,378,852,31.68
LIBERTY,CHARLES M SHUMAN REC. CENTER,07:27:00,18:35:00,1899-12-30 07:27:00,1899-12-30 18:35:00,2003,137,459,12.31
HENRY,SHARON BAPTIST CHURCH,07:01:00,18:59:00,1899-12-30 07:01:00,1899-12-30 18:59:00,3618,630,761,52.65
JONES,GYMNASIUM BEHIND GOVERNMENT CTR,07:09:00,19:27:00,1899-12-30 07:09:00,1899-12-30 19:27:00,2641,354,683,28.78
NEWTON,ZION BAPTIST CHURCH,07:03:00,19:09:00,1899-12-30 07:03:00,1899-12-30 19:09:00,4783,603,1055,49.83
HENRY,BETHEL UNITED METHODIST CHURCH,07:08:00,19:22:00,1899-12-30 07:08:00,1899-12-30 19:22:00,3916,660,1092,53.95
FULTON,PARK TAVERN,07:18:00,21:07:00,1899-12-30 07:18:00,1899-12-30 21:07:00,4129,820,851,59.35
GWINNETT,LILBURN CHRISTIAN CHURCH,07:03:00,19:05:00,1899-12-30 07:03:00,1899-12-30 19:05:00,2215,288,306,23.93
GWINNETT,NORTH GWINNETT CHURCH,07:06:00,19:01:00,1899-12-30 07:06:00,1899-12-30 19:01:00,3625,510,877,42.8
FULTON,Bear Creek Middle School,07:28:00,22:32:00,1899-12-30 07:28:00,1899-12-30 22:32:00,6234,899,1253,59.67
GWINNETT,CHESTNUT GROVE BAPTIST CHURCH,07:04:00,19:34:00,1899-12-30 07:04:00,1899-12-30 19:34:00,4438,749,953,59.92
PAULDING,PAULDING COUNTY AIRPORT,07:01:00,18:59:00,1899-12-30 07:01:00,1899-12-30 18:59:00,3855,357,824,29.83
GWINNETT,SUGAR HILL CHURCH,07:05:00,19:30:00,1899-12-30 07:05:00,1899-12-30 19:30:00,5364,704,860,56.7
FULTON,St. Paul's Episcopal Church,07:08:00,19:00:00,1899-12-30 07:08:00,1899-12-30 19:00:00,4228,498,765,41.97
HENRY,BEREAN CHRISTIAN CHURCH,07:03:00,18:59:00,1899-12-30 07:03:00,1899-12-30 18:59:00,3513,409,684,34.27
LAMAR,MILNER COMMUNITY LIBRARY COMMUNITY ROOM,07:02:00,19:35:00,1899-12-30 07:02:00,1899-12-30 19:35:00,3661,558,773,44.46
GWINNETT,HAMILTON MILL UMC,07:03:00,19:06:00,1899-12-30 07:03:00,1899-12-30 19:06:00,2927,395,517,32.78
WALTON,CENTERHILL BAPT FAM LIFE CTR,07:03:00,18:58:00,1899-12-30 07:03:00,1899-12-30 18:58:00,3273,603,667,50.6
HENRY,J. P. MOSELEY PARK,07:05:00,19:35:00,1899-12-30 07:05:00,1899-12-30 19:35:00,4685,637,1053,50.96
GWINNETT,ARCADO ELEM SCHOOL,07:08:00,18:50:00,1899-12-30 07:08:00,1899-12-30 18:50:00,1934,320,427,27.35
WALTON,SOCIAL CIRCLE COMMUNITY ROOM,07:08:00,19:05:00,1899-12-30 07:08:00,1899-12-30 19:05:00,4733,635,765,53.14
FULTON,Fickett Elementary School,07:30:00,20:19:00,1899-12-30 07:30:00,1899-12-30 20:19:00,3021,527,923,41.12
HABERSHAM,B.C. GRANT BAPTIST CHURCH,07:05:00,18:53:00,1899-12-30 07:05:00,1899-12-30 18:53:00,4302,473,1261,40.08
HENRY,GRIFFIN FIRST ASSEMBLY CHURCH - MCDONOUGH,07:01:00,19:53:00,1899-12-30 07:01:00,1899-12-30 19:53:00,5876,741,1157,57.59
FAYETTE,FAYETTEVILLE CHURCH OF CHRIST,07:02:00,19:00:00,1899-12-30 07:02:00,1899-12-30 19:00:00,3443,455,791,38.02
GWINNETT,ATL CHINESE CHRISTIAN CHURCH,07:02:00,18:57:00,1899-12-30 07:02:00,1899-12-30 18:57:00,3448,444,405,37.26
JONES,ROCK CREEK FIRE DEPT STATION 8,07:02:00,20:17:00,1899-12-30 07:02:00,1899-12-30 20:17:00,3144,400,727,30.19
HALL,CHESTNUT MTN PRESBYTERIAN CH,07:07:00,18:59:00,1899-12-30 07:07:00,1899-12-30 18:59:00,3921,563,778,47.44
RICHMOND,HENRY H BRIGHAM COMM.CENTER,07:10:00,19:00:00,1899-12-30 07:10:00,1899-12-30 19:00:00,4010,354,886,29.92
FAYETTE,EVERGREEN CHURCH,07:13:00,18:57:00,1899-12-30 07:13:00,1899-12-30 18:57:00,2795,130,746,11.08
GWINNETT,HARVEST COMMUNITY CHURCH,09:38:00,19:21:00,1899-12-30 09:38:00,1899-12-30 19:21:00,2642,373,691,38.39
GWINNETT,PUCKETTS MILL ELEMENTARY,07:02:00,18:56:00,1899-12-30 07:02:00,1899-12-30 18:56:00,3475,437,696,36.72
HABERSHAM,RUBY FULBRIGHT AQUATIC CENTER,07:02:00,18:59:00,1899-12-30 07:02:00,1899-12-30 18:59:00,8796,985,3286,82.43
MUSCOGEE,FAITH TABERNACLE,07:09:00,19:03:00,1899-12-30 07:09:00,1899-12-30 19:03:00,4267,566,975,47.56
TOWNS,TOWNS COUNTY CIVIC CENTER,06:51:00,20:00:00,1899-12-30 06:51:00,1899-12-30 20:00:00,10085,872,3888,66.31
PULASKI,COMMUNITY SERVICE BLDG.,07:00:00,18:58:00,1899-12-30 07:00:00,1899-12-30 18:58:00,5685,792,1957,66.18
JASPER,JASPER COUNTY COURTHOUSE,07:01:00,18:57:00,1899-12-30 07:01:00,1899-12-30 18:57:00,4379,508,1307,42.57
GWINNETT,BRITT ELEM SCHOOL,07:08:00,19:05:00,1899-12-30 07:08:00,1899-12-30 19:05:00,2806,415,595,34.73
GRADY,AGRI-CENTER,07:30:00,18:56:00,1899-12-30 07:30:00,1899-12-30 18:56:00,2481,316,659,27.64
GWINNETT,K.E. TAYLOR ELEM SCHOOL,07:08:00,18:58:00,1899-12-30 07:08:00,1899-12-30 18:58:00,3154,444,703,37.52
ROCKDALE,GOV'T ANNEX,07:12:00,19:21:00,1899-12-30 07:12:00,1899-12-30 19:21:00,3259,378,965,31.11
PAULDING,TAYLOR FARM PARK MEETING ROOM,07:03:00,19:06:00,1899-12-30 07:03:00,1899-12-30 19:06:00,2643,290,654,24.07
NEWTON,NEWTON COUNTY LIBRARY,07:02:00,19:41:00,1899-12-30 07:02:00,1899-12-30 19:41:00,4413,592,1215,46.8
HENRY,MERLE MANDERS CONFERENCE CENTER,07:10:00,19:31:00,1899-12-30 07:10:00,1899-12-30 19:31:00,4195,501,742,40.57
OCONEE,MARSWOOD HALL,07:07:00,18:57:00,1899-12-30 07:07:00,1899-12-30 18:57:00,3903,479,1383,40.48
ROCKDALE,EMMANUEL COMMUNITY CHURCH,07:05:00,19:00:00,1899-12-30 07:05:00,1899-12-30 19:00:00,4606,666,1240,55.89
FULTON,North River Baptist Church,07:02:00,20:48:00,1899-12-30 07:02:00,1899-12-30 20:48:00,8150,1132,1500,82.23
HALL,CHRIST PLACE CHURCH AKA BLACKSHEAR PLACE BAPTIST CHURCH,07:05:00,18:55:00,1899-12-30 07:05:00,1899-12-30 18:55:00,4739,570,1011,48.17
HALL,MULBERRY CREEK COMMUNITY CENTER,07:06:00,19:02:00,1899-12-30 07:06:00,1899-12-30 19:02:00,4477,533,775,44.66
FULTON,Jackson Memorial Baptist Church,07:08:00,20:41:00,1899-12-30 07:08:00,1899-12-30 20:41:00,4259,530,721,39.11
GWINNETT,MOUNTAIN PARK UMC,09:15:00,18:40:00,1899-12-30 09:15:00,1899-12-30 18:40:00,1747,283,336,30.05
NEWTON,GATEWAY COMMUNITY CHURCH,07:04:00,20:48:00,1899-12-30 07:04:00,1899-12-30 20:48:00,5121,682,1148,49.66
FULTON,Solid Rock Pentecostal Church,07:44:00,21:03:00,1899-12-30 07:44:00,1899-12-30 21:03:00,1703,255,289,19.15
GORDON,PLAINVILLE RECREATION DEPT.,07:22:00,19:00:00,1899-12-30 07:22:00,1899-12-30 19:00:00,1931,245,308,21.06
