,Area Name,id,Total,Hispanic,White,Black,Asian,Mixed,Others,Population Density: Hispanic,Population Density: White,Population Density: Black,Population Density: Asian,Population Density: Mixed,Population Density: Others
2414,"RICHLAND, Stewart County, Georgia",7000000US13259000002,1851.0,22.0,578.0,1180.0,9.0,57.0,5.0,0.011885467314964884,0.3122636412749865,0.637493246893571,0.004862236628849271,0.03079416531604538,0.002701242571582928
2415,"LUMPKIN, Stewart County, Georgia",7000000US13259000005,3463.0,1195.0,760.0,1281.0,158.0,51.0,18.0,0.3450765232457407,0.2194628934449899,0.3699104822408317,0.04562518047935316,0.014727115218019058,0.0051978053710655505
2416,"LESLIE, Sumter County, Georgia",7000000US13261000015,2153.0,96.0,1243.0,732.0,6.0,69.0,7.0,0.04458894565722248,0.5773339526242453,0.3399907106363214,0.002786809103576405,0.03204830469112866,0.003251277287505806
2417,"THOMSON, Sumter County, Georgia",7000000US13261000017,1058.0,89.0,489.0,441.0,1.0,33.0,5.0,0.08412098298676748,0.4621928166351607,0.4168241965973535,0.000945179584120983,0.031190926275992438,0.004725897920604915
2418,"CHAMBLISS, Sumter County, Georgia",7000000US13261000028,1226.0,62.0,716.0,398.0,23.0,23.0,4.0,0.05057096247960848,0.5840130505709625,0.32463295269168024,0.018760195758564437,0.018760195758564437,0.0032626427406199023
2419,"ANDERSONVILLE, Sumter County, Georgia",7000000US13261000029,628.0,26.0,460.0,123.0,0.0,16.0,3.0,0.041401273885350316,0.732484076433121,0.19585987261146498,0.0,0.025477707006369428,0.004777070063694267
2420,"AIRPORT, Sumter County, Georgia",7000000US1326100E-27,2681.0,230.0,1146.0,1187.0,59.0,57.0,2.0,0.08578888474449832,0.4274524431182395,0.44274524431182394,0.022006713912719134,0.02126072361059306,0.0007459903021260724
2421,"CONCORD, Sumter County, Georgia",7000000US1326100N-26,524.0,27.0,430.0,45.0,7.0,15.0,0.0,0.05152671755725191,0.8206106870229007,0.08587786259541985,0.013358778625954198,0.02862595419847328,0.0
2422,"PLAINS, Sumter County, Georgia",7000000US1326100O-26,1618.0,66.0,816.0,687.0,6.0,36.0,7.0,0.0407911001236094,0.5043263288009888,0.4245982694684796,0.003708281829419036,0.022249690976514216,0.004326328800988875
2423,"AG CENTER, Sumter County, Georgia",7000000US1326100W-27,3518.0,170.0,1853.0,1365.0,8.0,104.0,18.0,0.04832291074474133,0.5267197271176804,0.3880045480386583,0.0022740193291642978,0.029562251279135872,0.00511654349061967
2424,"REES PARK, Sumter County, Georgia",7000000US132610C1-27,5626.0,371.0,913.0,4134.0,79.0,115.0,14.0,0.06594383220760754,0.16228226093138998,0.7348027017419125,0.01404194809811589,0.020440810522573766,0.002488446498400284
2425,"GSW CONF CENTER, Sumter County, Georgia",7000000US132610C2-27,6117.0,545.0,2792.0,2354.0,281.0,112.0,33.0,0.08909596207291155,0.4564328919404937,0.3848291646231813,0.04593755108713422,0.018309628903057054,0.005394801373222168
2426,"REC DEPT, Sumter County, Georgia",7000000US132610C3-27,4467.0,88.0,670.0,3585.0,33.0,85.0,6.0,0.019700022386389075,0.14998880680546228,0.8025520483546004,0.007387508394895903,0.019028430714125813,0.001343183344526528
2427,"ONEAL, Talbot County, Georgia",7000000US13263000001,596.0,10.0,273.0,305.0,1.0,5.0,2.0,0.016778523489932886,0.45805369127516776,0.511744966442953,0.0016778523489932886,0.008389261744966443,0.003355704697986577
2428,"VALLEY, Talbot County, Georgia",7000000US13263000002,885.0,15.0,407.0,437.0,3.0,20.0,3.0,0.01694915254237288,0.4598870056497175,0.4937853107344633,0.003389830508474576,0.022598870056497175,0.003389830508474576
2429,"JUNCTION CITY, Talbot County, Georgia",7000000US13263000003,550.0,14.0,260.0,262.0,2.0,12.0,0.0,0.025454545454545455,0.4727272727272727,0.4763636363636364,0.0036363636363636364,0.02181818181818182,0.0
2430,"GENEVA, Talbot County, Georgia",7000000US13263000004,552.0,14.0,261.0,264.0,1.0,11.0,1.0,0.025362318840579712,0.47282608695652173,0.4782608695652174,0.0018115942028985507,0.019927536231884056,0.0018115942028985507
2431,"TALBOTTON, Talbot County, Georgia",7000000US13263000005,1111.0,21.0,232.0,837.0,5.0,15.0,1.0,0.018901890189018902,0.20882088208820881,0.7533753375337534,0.004500450045004501,0.013501350135013501,0.0009000900090009
2432,"BOX SPRINGS, Talbot County, Georgia",7000000US13263000006,631.0,18.0,383.0,201.0,5.0,23.0,1.0,0.028526148969889066,0.606973058637084,0.3185419968304279,0.00792393026941363,0.03645007923930269,0.001584786053882726
2433,"FLINT HILL, Talbot County, Georgia",7000000US13263000008,1408.0,20.0,611.0,750.0,0.0,23.0,4.0,0.014204545454545454,0.43394886363636365,0.5326704545454546,0.0,0.016335227272727272,0.002840909090909091
2434,"SHARON, Taliaferro County, Georgia",7000000US13265000172,299.0,6.0,141.0,135.0,0.0,13.0,4.0,0.020066889632107024,0.47157190635451507,0.451505016722408,0.0,0.043478260869565216,0.013377926421404682
2435,"CRAWFORDVILLE, Taliaferro County, Georgia",7000000US13265000601,1260.0,63.0,450.0,698.0,6.0,41.0,2.0,0.05,0.35714285714285715,0.553968253968254,0.004761904761904762,0.03253968253968254,0.0015873015873015873
2436,"COBBTOWN, Tattnall County, Georgia",7000000US13267000001,1263.0,157.0,909.0,147.0,2.0,43.0,5.0,0.12430720506730007,0.7197149643705463,0.1163895486935867,0.001583531274742676,0.034045922406967535,0.00395882818685669
2437,"COLLINS, Tattnall County, Georgia",7000000US13267000003,2137.0,126.0,1522.0,425.0,5.0,51.0,8.0,0.058961160505381374,0.7122133832475432,0.19887693027608797,0.002339728591483388,0.023865231633130556,0.003743565746373421
2438,"MANASSAS, Tattnall County, Georgia",7000000US13267000004,335.0,19.0,242.0,68.0,1.0,5.0,0.0,0.056716417910447764,0.7223880597014926,0.20298507462686566,0.0029850746268656717,0.014925373134328358,0.0
2439,"DISTRICT II, Tattnall County, Georgia",7000000US13267000005,4233.0,334.0,2460.0,1253.0,42.0,127.0,17.0,0.07890385069690527,0.5811481218993622,0.2960075596503662,0.009922041105598866,0.030002362390739428,0.004016064257028112
2440,"EAST GLENNVILLE, Tattnall County, Georgia",7000000US13267000007,4136.0,453.0,2805.0,704.0,44.0,106.0,24.0,0.10952611218568666,0.6781914893617021,0.1702127659574468,0.010638297872340425,0.02562862669245648,0.005802707930367505
2441,"DISTRICT IV, Tattnall County, Georgia",7000000US13267000008,3970.0,293.0,2344.0,1209.0,21.0,88.0,15.0,0.07380352644836272,0.5904282115869017,0.3045340050377834,0.005289672544080605,0.02216624685138539,0.003778337531486146
2442,"DISTRICT V, Tattnall County, Georgia",7000000US13267000009,1692.0,136.0,1369.0,120.0,0.0,55.0,12.0,0.08037825059101655,0.8091016548463357,0.07092198581560284,0.0,0.03250591016548463,0.0070921985815602835
2443,"SHILOH, Tattnall County, Georgia",7000000US13267000010,5076.0,785.0,2174.0,2035.0,12.0,63.0,7.0,0.15464933018124508,0.42828999211977936,0.4009062253743105,0.002364066193853428,0.012411347517730497,0.0013790386130811663
2444,"PRECINCT 1, Taylor County, Georgia",7000000US13269000001,1711.0,39.0,286.0,1348.0,4.0,22.0,12.0,0.022793687901811806,0.16715371127995324,0.7878433664523671,0.0023378141437755697,0.012857977790765635,0.0070134424313267095
2445,"PRECINCT 5, Taylor County, Georgia",7000000US13269000005,3311.0,85.0,2547.0,542.0,23.0,100.0,14.0,0.02567200241618846,0.7692540018121413,0.16369676834793115,0.00694654183026276,0.030202355783751134,0.004228329809725159
2446,"PRECINCT 6, Taylor County, Georgia",7000000US13269000006,2794.0,44.0,1751.0,917.0,2.0,58.0,22.0,0.015748031496062992,0.6267000715819614,0.3282032927702219,0.0007158196134574087,0.020758768790264854,0.007874015748031496
2447,"HELENA, Telfair County, Georgia",7000000US132710000HE,2838.0,143.0,1113.0,1542.0,12.0,22.0,6.0,0.050387596899224806,0.39217758985200846,0.5433403805496829,0.004228329809725159,0.007751937984496124,0.0021141649048625794
2448,"JACKSONVILLE, Telfair County, Georgia",7000000US132710000JA,956.0,30.0,729.0,180.0,0.0,12.0,5.0,0.03138075313807531,0.7625523012552301,0.18828451882845187,0.0,0.012552301255230125,0.005230125523012552
2449,"LUMBER-CITY, Telfair County, Georgia",7000000US132710000LU,1558.0,35.0,858.0,625.0,2.0,32.0,6.0,0.022464698331193838,0.5507060333761232,0.4011553273427471,0.0012836970474967907,0.02053915275994865,0.0038510911424903724
2450,"MCRAE, Telfair County, Georgia",7000000US132710000MC,5445.0,1657.0,1888.0,1782.0,15.0,76.0,27.0,0.30431588613406796,0.3467401285583104,0.32727272727272727,0.0027548209366391185,0.013957759412304867,0.0049586776859504135
2451,"MILAN, Telfair County, Georgia",7000000US132710000MI,1203.0,50.0,1014.0,118.0,0.0,20.0,1.0,0.04156275976724855,0.8428927680798005,0.09808811305070657,0.0,0.01662510390689942,0.0008312551953449709
2452,"SCOTLAND, Telfair County, Georgia",7000000US132710000SC,477.0,13.0,368.0,79.0,1.0,16.0,0.0,0.027253668763102725,0.7714884696016772,0.16561844863731656,0.0020964360587002098,0.033542976939203356,0.0
2453,"DAWSON, Terrell County, Georgia",7000000US13273000001,4763.0,57.0,768.0,3790.0,45.0,89.0,14.0,0.011967247533067394,0.16124291412975017,0.7957169850934285,0.009447826999790049,0.01868570228847365,0.002939323955490237
2454,"SASSER, Terrell County, Georgia",7000000US13273000002,1730.0,49.0,1009.0,634.0,1.0,34.0,3.0,0.028323699421965318,0.5832369942196531,0.36647398843930634,0.0005780346820809249,0.019653179190751446,0.0017341040462427746
2455,"BRONWOOD, Terrell County, Georgia",7000000US13273000003,950.0,38.0,392.0,491.0,0.0,29.0,0.0,0.04,0.4126315789473684,0.5168421052631579,0.0,0.030526315789473683,0.0
2456,"PARROTT, Terrell County, Georgia",7000000US13273000004,575.0,17.0,337.0,192.0,4.0,24.0,1.0,0.029565217391304348,0.5860869565217391,0.3339130434782609,0.006956521739130435,0.04173913043478261,0.0017391304347826088
2457,"GRAVES, Terrell County, Georgia",7000000US13273000005,822.0,13.0,513.0,268.0,5.0,21.0,2.0,0.015815085158150853,0.6240875912408759,0.3260340632603406,0.006082725060827251,0.025547445255474453,0.0024330900243309003
2458,"HEROD-DOVER, Terrell County, Georgia",7000000US13273000006,345.0,3.0,170.0,165.0,2.0,2.0,3.0,0.008695652173913044,0.4927536231884058,0.4782608695652174,0.005797101449275362,0.005797101449275362,0.008695652173913044
2459,"BARWICK, Thomas County, Georgia",7000000US13275000101,928.0,13.0,644.0,234.0,2.0,24.0,11.0,0.014008620689655173,0.6939655172413793,0.2521551724137931,0.0021551724137931034,0.02586206896551724,0.011853448275862068
2460,"BOSTON, Thomas County, Georgia",7000000US13275000102,2397.0,103.0,1116.0,1111.0,2.0,51.0,14.0,0.04297037964121819,0.4655819774718398,0.46349603671255735,0.0008343763037129745,0.02127659574468085,0.005840634125990822
2461,"CENTRAL, Thomas County, Georgia",7000000US13275000103,5360.0,186.0,3420.0,1469.0,72.0,186.0,27.0,0.03470149253731343,0.6380597014925373,0.2740671641791045,0.013432835820895522,0.03470149253731343,0.005037313432835821
2462,"COOLIDGE, Thomas County, Georgia",7000000US13275000104,1555.0,81.0,1169.0,262.0,5.0,28.0,10.0,0.05209003215434083,0.7517684887459807,0.1684887459807074,0.003215434083601286,0.0180064308681672,0.006430868167202572
2463,"DOUGLASS, Thomas County, Georgia",7000000US13275000105,4206.0,88.0,669.0,3263.0,26.0,124.0,36.0,0.020922491678554447,0.15905848787446505,0.7757964812173086,0.006181645268663814,0.029481692819781264,0.008559201141226819
2464,"ELLABELLE, Thomas County, Georgia",7000000US13275000106,1547.0,47.0,1271.0,181.0,9.0,31.0,8.0,0.030381383322559793,0.821590174531351,0.11700064641241112,0.005817711700064641,0.0200387847446671,0.005171299288946348
2465,"FIRE STATION #2, Thomas County, Georgia",7000000US13275000107,1919.0,74.0,1441.0,326.0,28.0,40.0,10.0,0.0385617509119333,0.7509119332985931,0.16988014590932776,0.014590932777488274,0.020844189682126108,0.005211047420531527
2466,"GATLIN CREEK, Thomas County, Georgia",7000000US13275000108,3219.0,138.0,2262.0,678.0,8.0,108.0,25.0,0.04287045666356011,0.7027027027027027,0.21062441752096925,0.0024852438645542093,0.033550792171481825,0.007766387076731904
2467,"HARPER, Thomas County, Georgia",7000000US13275000109,2937.0,59.0,665.0,2118.0,19.0,71.0,5.0,0.020088525706503234,0.22642151855635,0.7211440245148111,0.006469186244467144,0.02417432754511406,0.0017024174327545114
2468,"JERGER, Thomas County, Georgia",7000000US13275000110,2831.0,83.0,1705.0,969.0,9.0,52.0,13.0,0.029318262098198516,0.6022606852702226,0.3422818791946309,0.0031790886612504416,0.018368067820558106,0.0045920169551395265
2469,"MEIGS, Thomas County, Georgia",7000000US13275000111,1440.0,86.0,679.0,628.0,4.0,37.0,6.0,0.059722222222222225,0.47152777777777777,0.4361111111111111,0.002777777777777778,0.025694444444444443,0.004166666666666667
2470,"MERRILLVILLE, Thomas County, Georgia",7000000US13275000112,1099.0,43.0,737.0,257.0,4.0,48.0,10.0,0.039126478616924476,0.6706096451319381,0.2338489535941765,0.003639672429481347,0.04367606915377616,0.009099181073703366
2471,"METCALFE, Thomas County, Georgia",7000000US13275000113,469.0,16.0,334.0,89.0,6.0,23.0,1.0,0.03411513859275053,0.7121535181236673,0.18976545842217485,0.01279317697228145,0.04904051172707889,0.0021321961620469083
2472,"NEW COVENANT, Thomas County, Georgia",7000000US13275000114,3358.0,182.0,2413.0,585.0,38.0,113.0,27.0,0.054198927933293624,0.7185824895771292,0.17421083978558666,0.011316259678379988,0.03365098272781417,0.008040500297796307
2473,"OCHLOCKNEE, Thomas County, Georgia",7000000US13275000115,1949.0,34.0,1539.0,305.0,8.0,39.0,24.0,0.017444843509492047,0.7896357106208312,0.15649050795279631,0.004104669061056952,0.020010261672652643,0.012314007183170857
2474,"PATTEN, Thomas County, Georgia",7000000US13275000116,603.0,15.0,458.0,112.0,4.0,6.0,8.0,0.024875621890547265,0.7595356550580431,0.1857379767827529,0.006633499170812604,0.009950248756218905,0.013266998341625208
2475,"PAVO, Thomas County, Georgia",7000000US13275000117,1074.0,47.0,845.0,148.0,4.0,22.0,8.0,0.043761638733705775,0.7867783985102421,0.1378026070763501,0.0037243947858473,0.020484171322160148,0.0074487895716946
2476,"REMINGTON, Thomas County, Georgia",7000000US13275000118,3349.0,127.0,2057.0,934.0,125.0,98.0,8.0,0.03792176769184831,0.6142131979695431,0.27888922066288446,0.0373245744998507,0.02926246640788295,0.002388772767990445
2477,"RESOURCE CENTER, Thomas County, Georgia",7000000US13275000119,1926.0,32.0,223.0,1609.0,2.0,44.0,16.0,0.016614745586708203,0.11578400830737279,0.8354101765316718,0.0010384215991692627,0.02284527518172378,0.008307372793354102
2478,"SCOTT, Thomas County, Georgia",7000000US13275000120,3632.0,123.0,2347.0,981.0,31.0,134.0,16.0,0.03386563876651982,0.6462004405286343,0.27009911894273125,0.008535242290748899,0.036894273127753306,0.004405286343612335
2479,"27701 - TIFTON NORTHEAST Voting District, Tift County, Georgia",7000000US13277000001,5981.0,807.0,3123.0,1694.0,164.0,168.0,25.0,0.13492726968734325,0.5221534860391239,0.28323022905868583,0.02742016385219863,0.028088948336398595,0.004179903026249791
2480,"27702 - BRIGHTON Voting District, Tift County, Georgia",7000000US13277000002,3015.0,154.0,2511.0,197.0,42.0,97.0,14.0,0.05107794361525705,0.8328358208955224,0.06533996683250415,0.013930348258706468,0.03217247097844113,0.004643449419568822
2481,"27703 - BROOKFIELD Voting District, Tift County, Georgia",7000000US13277000003,2686.0,298.0,2136.0,156.0,15.0,71.0,10.0,0.11094564408041697,0.7952345495160089,0.058078927773641105,0.005584512285927029,0.02643335815338794,0.0037230081906180195
2482,"27704 - CHULA Voting District, Tift County, Georgia",7000000US13277000004,1890.0,110.0,1583.0,148.0,13.0,36.0,0.0,0.0582010582010582,0.8375661375661375,0.07830687830687831,0.0068783068783068784,0.01904761904761905,0.0
2483,"27705 - DOCIA Voting District, Tift County, Georgia",7000000US13277000005,1336.0,87.0,1184.0,27.0,7.0,26.0,5.0,0.06511976047904192,0.8862275449101796,0.020209580838323353,0.005239520958083832,0.019461077844311378,0.0037425149700598802
2484,"27706 - ELDORADO Voting District, Tift County, Georgia",7000000US13277000006,2107.0,236.0,1508.0,287.0,34.0,41.0,1.0,0.11200759373516848,0.7157095396298054,0.1362126245847176,0.01613668723303275,0.01945894636924537,0.00047460844803037496
2485,"27707 - OMEGA Voting District, Tift County, Georgia",7000000US13277000007,2010.0,853.0,901.0,204.0,11.0,36.0,5.0,0.4243781094527363,0.4482587064676617,0.10149253731343283,0.005472636815920398,0.01791044776119403,0.0024875621890547263
2486,"27708 - TY TY Voting District, Tift County, Georgia",7000000US13277000008,1825.0,153.0,1245.0,364.0,8.0,49.0,6.0,0.08383561643835616,0.6821917808219178,0.19945205479452055,0.004383561643835616,0.02684931506849315,0.0032876712328767125
2487,"27709 - TIFTON NORTHWEST Voting District, Tift County, Georgia",7000000US13277000009,6096.0,805.0,3603.0,1305.0,201.0,161.0,21.0,0.13205380577427822,0.5910433070866141,0.2140748031496063,0.03297244094488189,0.026410761154855644,0.0034448818897637795
2488,"27710 - TIFTON SOUTH Voting District, Tift County, Georgia",7000000US13277000010,3865.0,237.0,788.0,2704.0,30.0,80.0,26.0,0.06131953428201811,0.20388098318240622,0.6996119016817594,0.007761966364812419,0.02069857697283312,0.006727037516170763
2489,"27711 - MOTT-LITMAN GYM Voting District, Tift County, Georgia",7000000US13277000011,4730.0,423.0,553.0,3592.0,12.0,132.0,18.0,0.0894291754756871,0.11691331923890064,0.7594080338266385,0.002536997885835095,0.027906976744186046,0.0038054968287526427
2490,"27712 - TIFTON LODGE Voting District, Tift County, Georgia",7000000US13277000012,5803.0,1056.0,3054.0,1371.0,113.0,191.0,18.0,0.18197484059968982,0.5262795105979665,0.23625710839221092,0.01947268654144408,0.03291400999483026,0.003101843873858349
2491,"NEWBRANCH, Toombs County, Georgia",7000000US13279000039,2244.0,309.0,1716.0,162.0,3.0,43.0,11.0,0.13770053475935828,0.7647058823529411,0.07219251336898395,0.001336898395721925,0.019162210338680926,0.004901960784313725
2492,"CEDAR CROSSING, Toombs County, Georgia",7000000US13279000043,2314.0,308.0,1900.0,53.0,1.0,50.0,2.0,0.1331028522039758,0.8210890233362144,0.022904062229904928,0.000432152117545376,0.021607605877268798,0.000864304235090752
2493,"V.P.D., Toombs County, Georgia",7000000US13279000513,8780.0,581.0,4954.0,2830.0,152.0,218.0,45.0,0.06617312072892939,0.5642369020501139,0.3223234624145786,0.017312072892938495,0.024829157175398634,0.005125284738041002
2494,"S.T.I.A.L.C., Toombs County, Georgia",7000000US13279000514,6693.0,574.0,3534.0,2365.0,17.0,175.0,28.0,0.08576124308979531,0.528014343343792,0.35335425070969667,0.0025399671298371434,0.026146720454205886,0.004183475272672942
2495,"LYONS, Toombs County, Georgia",7000000US13279015361,6999.0,1272.0,3903.0,1570.0,34.0,190.0,30.0,0.18174024860694385,0.5576510930132876,0.2243177596799543,0.004857836833833405,0.027146735247892555,0.0042863266180882984
2496,"MACEDONIA, Towns County, Georgia",7000000US13281000833,3445.0,110.0,3192.0,4.0,21.0,102.0,16.0,0.03193033381712627,0.9265602322206096,0.0011611030478955006,0.006095791001451379,0.029608127721335267,0.0046444121915820025
2497,"HIAWASSEE, Towns County, Georgia",7000000US13281000990,5047.0,140.0,4727.0,10.0,31.0,126.0,13.0,0.027739251040221916,0.9365959976223499,0.0019813750743015654,0.006142262730334852,0.024965325936199722,0.002575787596592035
2498,"YOUNG HARRIS, Towns County, Georgia",7000000US13281001468,3963.0,158.0,3521.0,110.0,29.0,109.0,36.0,0.03986878627302549,0.8884683320716629,0.02775674993691648,0.007317688619732526,0.027504415846580872,0.009084027252081756
2499,"TATE CITY, Towns County, Georgia",7000000US13281001581,38.0,7.0,29.0,0.0,0.0,1.0,1.0,0.18421052631578946,0.7631578947368421,0.0,0.0,0.02631578947368421,0.02631578947368421
2500,"SOPERTON, Treutlen County, Georgia",7000000US1328300SOPE,3615.0,84.0,1602.0,1821.0,6.0,88.0,14.0,0.023236514522821577,0.44315352697095434,0.5037344398340249,0.0016597510373443983,0.02434301521438451,0.003872752420470263
2501,"ANNEX, Treutlen County, Georgia",7000000US132830ANNEX,2791.0,86.0,2463.0,178.0,1.0,51.0,12.0,0.03081332855607309,0.8824793980652096,0.06377642422070942,0.00035829451809387314,0.01827302042278753,0.004299534217126478
2502,"HOLLIS HAND, Troup County, Georgia",7000000US13285000001,5715.0,283.0,3994.0,1133.0,98.0,172.0,35.0,0.049518810148731406,0.6988626421697288,0.19825021872265966,0.017147856517935257,0.03009623797025372,0.006124234470691163
2503,"ADMINISTRATION BLDG, Troup County, Georgia",7000000US13285000002,7239.0,540.0,2010.0,4315.0,104.0,218.0,52.0,0.07459593866556154,0.27766266058847905,0.5960768061887001,0.014366625224478518,0.030114656720541512,0.007183312612239259
2504,"HAMMETT RD, Troup County, Georgia",7000000US13285000003,8030.0,633.0,2769.0,3921.0,371.0,274.0,62.0,0.0788293897882939,0.3448318804483188,0.488293897882939,0.046201743462017435,0.034122042341220425,0.007721046077210461
2505,"GRIGGS CENTER, Troup County, Georgia",7000000US13285000004,4007.0,155.0,342.0,3373.0,15.0,100.0,22.0,0.038682305964562014,0.08535063638632394,0.841776890441727,0.003743448964312453,0.02495632642874969,0.005490391814324931
2506,"WEST POINT, Troup County, Georgia",7000000US13285000005,3222.0,57.0,1181.0,1855.0,22.0,91.0,16.0,0.017690875232774673,0.36654252017380506,0.5757293606455618,0.006828057107386716,0.02824332712600869,0.004965859714463066
2507,"HOGANSVILLE, Troup County, Georgia",7000000US13285000006,5261.0,228.0,3281.0,1463.0,29.0,225.0,35.0,0.043337768485078886,0.6236456947348413,0.27808401444592284,0.00551226002661091,0.042767534689222585,0.006652727618323513
2508,"EAST VERNON, Troup County, Georgia",7000000US13285000007,4406.0,134.0,3577.0,441.0,64.0,170.0,20.0,0.03041307308216069,0.8118474807081253,0.10009078529278256,0.014525646845211076,0.03858374943259192,0.004539264639128461
2509,"ROSEMONT, Troup County, Georgia",7000000US13285000008,5618.0,114.0,4427.0,782.0,79.0,197.0,19.0,0.02029191883232467,0.7880028479886081,0.13919544321822713,0.014061943752224991,0.03506585973656105,0.003381986472054112
2510,"MOUNTVILLE, Troup County, Georgia",7000000US13285000009,2565.0,82.0,1555.0,840.0,25.0,55.0,8.0,0.031968810916179334,0.6062378167641326,0.32748538011695905,0.009746588693957114,0.021442495126705652,0.0031189083820662767
2511,"MCLENDON, Troup County, Georgia",7000000US13285000010,5020.0,131.0,3944.0,674.0,69.0,178.0,24.0,0.026095617529880478,0.7856573705179283,0.1342629482071713,0.013745019920318725,0.03545816733067729,0.004780876494023904
2512,"LONG CANE, Troup County, Georgia",7000000US13285000011,4636.0,120.0,3533.0,757.0,42.0,156.0,28.0,0.025884383088869714,0.7620793787748059,0.16328731665228646,0.0090595340811044,0.03364969801553063,0.0060396893874029335
2513,"GARDNER NEWMAN, Troup County, Georgia",7000000US13285000012,3808.0,106.0,2181.0,1154.0,235.0,96.0,36.0,0.027836134453781514,0.5727415966386554,0.30304621848739494,0.06171218487394958,0.025210084033613446,0.009453781512605041
2514,"GRAY HILL, Troup County, Georgia",7000000US13285000013,2762.0,61.0,2072.0,511.0,40.0,64.0,14.0,0.022085445329471397,0.7501810282404056,0.18501086169442432,0.01448225923244026,0.023171614771904415,0.005068790731354091
2515,"HIGHLAND, Troup County, Georgia",7000000US13285000015,2790.0,115.0,1153.0,1231.0,231.0,53.0,7.0,0.04121863799283154,0.41326164874551974,0.44121863799283156,0.08279569892473118,0.01899641577060932,0.0025089605734767025
2516,"NORTHSIDE, Troup County, Georgia",7000000US13285000016,4347.0,197.0,2080.0,1707.0,184.0,155.0,24.0,0.04531861053600184,0.47849091327352195,0.39268461007591443,0.042328042328042326,0.03565677478720957,0.005521048999309869
2517,"ASHBURN, Turner County, Georgia",7000000US13287000001,5727.0,237.0,2102.0,3211.0,38.0,125.0,14.0,0.04138292299633316,0.3670333507944823,0.5606774925790117,0.0066352365985681856,0.02182643617950061,0.0024445608521040684
2518,"SYCAMORE, Turner County, Georgia",7000000US13287000002,2540.0,106.0,1979.0,363.0,6.0,68.0,18.0,0.04173228346456693,0.7791338582677165,0.14291338582677166,0.002362204724409449,0.026771653543307086,0.007086614173228346
2519,"REBECCA, Turner County, Georgia",7000000US13287000003,739.0,29.0,619.0,70.0,5.0,16.0,0.0,0.03924221921515562,0.8376184032476319,0.09472259810554803,0.006765899864682003,0.02165087956698241,0.0
2520,"DRY BRANCH, Twiggs County, Georgia",7000000US132890000DB,2127.0,31.0,1722.0,255.0,10.0,92.0,17.0,0.01457451810061119,0.8095909732016925,0.11988716502115655,0.004701457451810061,0.043253408556652564,0.007992477668077104
2521,"GOLDEN ISLES, Twiggs County, Georgia",7000000US132890000GI,2170.0,52.0,964.0,1067.0,11.0,65.0,11.0,0.023963133640552997,0.44423963133640554,0.49170506912442397,0.005069124423963134,0.029953917050691243,0.005069124423963134
2522,"HIGGSVILLE, Twiggs County, Georgia",7000000US132890000HV,991.0,6.0,659.0,295.0,1.0,30.0,0.0,0.006054490413723511,0.6649848637739657,0.2976791120080727,0.0010090817356205853,0.030272452068617558,0.0
2523,"JEFFERSONVILLE, Twiggs County, Georgia",7000000US1328900JV/W,1747.0,26.0,613.0,1066.0,14.0,26.0,2.0,0.014882655981682884,0.35088723526044646,0.6101888952489983,0.008013737836290785,0.014882655981682884,0.0011448196908986834
2524,"SHADY GROVE/TAR Voting District, Twiggs County, Georgia",7000000US1328900SG/T,987.0,9.0,529.0,416.0,1.0,28.0,4.0,0.00911854103343465,0.53596757852077,0.4214792299898683,0.0010131712259371835,0.028368794326241134,0.004052684903748734
2525,"BLAIRSVILLE, Union County, Georgia",7000000US13291000001,3613.0,159.0,3254.0,55.0,14.0,110.0,21.0,0.04400774979241628,0.9006365900913368,0.015222806531967894,0.0038748962081372822,0.030445613063935787,0.005812344312205923
2526,"JONES CREEK, Union County, Georgia",7000000US13291000002,2489.0,70.0,2316.0,8.0,2.0,84.0,9.0,0.02812374447569305,0.9304941743672157,0.0032141422257934912,0.0008035355564483728,0.03374849337083166,0.0036159100040176776
2527,"OWLTOWN, Union County, Georgia",7000000US13291000003,1698.0,52.0,1572.0,4.0,15.0,45.0,10.0,0.030624263839811542,0.9257950530035336,0.002355712603062426,0.0088339222614841,0.026501766784452298,0.005889281507656066
2528,"IVY LOG, Union County, Georgia",7000000US13291000004,2629.0,79.0,2411.0,15.0,8.0,110.0,6.0,0.0300494484594903,0.9170787371624192,0.005705591479650057,0.0030429821224800305,0.04184100418410042,0.002282236591860023
2529,"SUCHES, Union County, Georgia",7000000US13291000005,755.0,22.0,692.0,2.0,4.0,31.0,4.0,0.02913907284768212,0.9165562913907285,0.0026490066225165563,0.005298013245033113,0.04105960264900662,0.005298013245033113
2530,"TRACKROCK, Union County, Georgia",7000000US13291000006,1541.0,57.0,1368.0,3.0,11.0,87.0,15.0,0.03698896820246593,0.8877352368591823,0.001946787800129786,0.007138221933809215,0.05645684620376379,0.00973393900064893
2531,"DOOLEY, Union County, Georgia",7000000US13291000007,1802.0,59.0,1688.0,1.0,7.0,31.0,16.0,0.032741398446170925,0.9367369589345172,0.0005549389567147614,0.00388457269700333,0.017203107658157604,0.008879023307436182
2532,"GUMLOG, Union County, Georgia",7000000US13291000008,2752.0,84.0,2548.0,20.0,15.0,77.0,8.0,0.030523255813953487,0.9258720930232558,0.007267441860465116,0.005450581395348837,0.0279796511627907,0.0029069767441860465
