,Area Name,id,Total,Hispanic,White,Black,Asian,Mixed,Others,Population Density: Hispanic,Population Density: White,Population Density: Black,Population Density: Asian,Population Density: Mixed,Population Density: Others
1347,"JC09, Fulton County, Georgia",7000000US1312100JC09,4805.0,459.0,2177.0,738.0,1180.0,192.0,59.0,0.095525494276795,0.4530697190426639,0.15359001040582726,0.24557752341311134,0.03995837669094693,0.012278876170655567
1348,"JC10, Fulton County, Georgia",7000000US1312100JC10,4079.0,562.0,1867.0,561.0,865.0,173.0,51.0,0.1377788673694533,0.4577102230938956,0.1375337092424614,0.21206177984800195,0.04241235596960039,0.0125030644765874
1349,"JC11, Fulton County, Georgia",7000000US1312100JC11,5786.0,375.0,2877.0,617.0,1594.0,292.0,31.0,0.06481161424127203,0.49723470445903906,0.10663670929830625,0.27549256826823365,0.05046664362253716,0.005357760110611821
1350,"JC12, Fulton County, Georgia",7000000US1312100JC12,3501.0,129.0,2127.0,286.0,802.0,134.0,23.0,0.03684661525278492,0.6075407026563839,0.08169094544415881,0.22907740645529848,0.03827477863467581,0.006569551556698086
1351,"JC14, Fulton County, Georgia",7000000US1312100JC14,3703.0,152.0,2017.0,256.0,1168.0,84.0,26.0,0.04104779908182555,0.5446934917634351,0.06913313529570618,0.31541992978665945,0.022684310018903593,0.0070213340534701595
1352,"JC15, Fulton County, Georgia",7000000US1312100JC15,1457.0,317.0,651.0,205.0,182.0,79.0,23.0,0.2175703500343171,0.44680851063829785,0.14070006863417983,0.12491420727522307,0.05422100205902539,0.015785861358956762
1353,"JC16, Fulton County, Georgia",7000000US1312100JC16,3645.0,330.0,2337.0,301.0,461.0,183.0,33.0,0.09053497942386832,0.6411522633744856,0.08257887517146777,0.12647462277091906,0.050205761316872426,0.00905349794238683
1354,"JC18, Fulton County, Georgia",7000000US1312100JC18,3428.0,201.0,2499.0,283.0,238.0,178.0,29.0,0.05863477246207701,0.7289964994165694,0.08255542590431739,0.06942823803967328,0.051925320886814466,0.008459743290548424
1355,"JC19, Fulton County, Georgia",7000000US1312100JC19,5400.0,463.0,3386.0,679.0,577.0,259.0,36.0,0.08574074074074074,0.6270370370370371,0.12574074074074074,0.10685185185185185,0.047962962962962964,0.006666666666666667
1356,"ML03, Fulton County, Georgia",7000000US1312100ML03,5014.0,266.0,4123.0,198.0,210.0,186.0,31.0,0.05305145592341444,0.8222975668129238,0.03948942959712804,0.04188272836059035,0.03709613083366574,0.006182688472277623
1357,"MP01, Fulton County, Georgia",7000000US1312100MP01,571.0,30.0,469.0,10.0,13.0,45.0,4.0,0.05253940455341506,0.8213660245183888,0.017513134851138354,0.02276707530647986,0.07880910683012259,0.0070052539404553416
1358,"PA01, Fulton County, Georgia",7000000US1312100PA01,4510.0,529.0,995.0,2761.0,34.0,158.0,33.0,0.11729490022172949,0.22062084257206208,0.6121951219512195,0.00753880266075388,0.03503325942350333,0.007317073170731708
1359,"RW01, Fulton County, Georgia",7000000US1312100RW01,6053.0,347.0,4839.0,329.0,248.0,238.0,52.0,0.057326945316372044,0.7994382950603007,0.05435321328266975,0.040971419131009414,0.03931934577895259,0.008590781430695523
1360,"RW02, Fulton County, Georgia",7000000US1312100RW02,5484.0,440.0,4121.0,372.0,248.0,255.0,48.0,0.08023340627279359,0.7514587892049599,0.06783369803063458,0.04522246535375638,0.04649890590809628,0.0087527352297593
1361,"RW03, Fulton County, Georgia",7000000US1312100RW03,7358.0,1611.0,3690.0,1335.0,331.0,333.0,58.0,0.21894536558847513,0.5014949714596357,0.18143517260125033,0.044985050285403644,0.04525686327806469,0.007882576787170427
1362,"RW04, Fulton County, Georgia",7000000US1312100RW04,2120.0,133.0,1730.0,79.0,63.0,107.0,8.0,0.06273584905660377,0.8160377358490566,0.037264150943396225,0.029716981132075472,0.05047169811320755,0.0037735849056603774
1363,"RW05, Fulton County, Georgia",7000000US1312100RW05,5635.0,2285.0,1853.0,928.0,312.0,197.0,60.0,0.40550133096716945,0.32883762200532385,0.16468500443655723,0.055368234250221825,0.03496007098491571,0.01064773735581189
1364,"RW06, Fulton County, Georgia",7000000US1312100RW06,3869.0,428.0,2594.0,403.0,198.0,202.0,44.0,0.11062289997415353,0.6704574825536315,0.10416128198500904,0.0511760144740243,0.05220987335228741,0.011372447660894288
1365,"RW08, Fulton County, Georgia",7000000US1312100RW08,2951.0,234.0,2349.0,139.0,89.0,117.0,23.0,0.07929515418502203,0.7960013554727211,0.0471026770586242,0.0301592680447306,0.039647577092511016,0.007793968146391054
1366,"RW09, Fulton County, Georgia",7000000US1312100RW09,7721.0,364.0,6349.0,399.0,277.0,285.0,47.0,0.0471441523118767,0.8223028105167725,0.051677243880326386,0.035876181841730345,0.036912317057375986,0.0060872943919181455
1367,"RW10, Fulton County, Georgia",7000000US1312100RW10,4661.0,215.0,3931.0,208.0,111.0,168.0,28.0,0.046127440463419864,0.843381248659086,0.044625616820424804,0.023814632053207465,0.03604376743188157,0.006007294571980262
1368,"RW12, Fulton County, Georgia",7000000US1312100RW12,8232.0,540.0,6044.0,442.0,757.0,377.0,72.0,0.06559766763848396,0.7342079689018465,0.05369290573372206,0.09195821185617103,0.045796890184645285,0.008746355685131196
1369,"RW13, Fulton County, Georgia",7000000US1312100RW13,5014.0,634.0,3277.0,506.0,318.0,237.0,42.0,0.12644595133625847,0.6535700039888312,0.10091743119266056,0.0634224172317511,0.04726765057838053,0.008376545672118069
1370,"RW16, Fulton County, Georgia",7000000US1312100RW16,2554.0,201.0,1840.0,230.0,186.0,80.0,17.0,0.07870007830853563,0.7204385277995301,0.09005481597494126,0.07282693813625685,0.031323414252153486,0.006656225528582615
1371,"RW17, Fulton County, Georgia",7000000US1312100RW17,4271.0,860.0,2413.0,586.0,107.0,223.0,82.0,0.20135799578553032,0.5649730742214938,0.13720440177944276,0.0250526808709904,0.05221259658159681,0.019199250760945915
1372,"RW19, Fulton County, Georgia",7000000US1312100RW19,2721.0,126.0,2125.0,190.0,164.0,113.0,3.0,0.04630650496141125,0.780962881293642,0.06982726938625505,0.06027195883866226,0.04152884968761485,0.0011025358324145535
1373,"RW20, Fulton County, Georgia",7000000US1312100RW20,3258.0,208.0,2204.0,422.0,267.0,142.0,15.0,0.06384284837323512,0.6764886433394721,0.12952731737262124,0.08195211786372007,0.04358502148557397,0.004604051565377533
1374,"RW21, Fulton County, Georgia",7000000US1312100RW21,4302.0,440.0,2864.0,589.0,227.0,162.0,20.0,0.10227801022780102,0.6657368665736867,0.13691306369130637,0.052766155276615524,0.03765690376569038,0.004649000464900047
1375,"SC02, Fulton County, Georgia",7000000US1312100SC02,993.0,6.0,8.0,963.0,5.0,9.0,2.0,0.006042296072507553,0.008056394763343404,0.9697885196374623,0.005035246727089627,0.00906344410876133,0.002014098690835851
1376,"SC04, Fulton County, Georgia",7000000US1312100SC04,1371.0,97.0,398.0,811.0,4.0,48.0,13.0,0.07075127644055434,0.29029905178701676,0.5915390226112327,0.0029175784099197666,0.0350109409190372,0.009482129832239242
1377,"SC10, Fulton County, Georgia",7000000US1312100SC10,2273.0,69.0,24.0,2064.0,4.0,77.0,35.0,0.030356357237131544,0.010558732952045754,0.9080510338759349,0.0017597888253409592,0.033875934887813465,0.015398152221733392
1378,"SC13, Fulton County, Georgia",7000000US1312100SC13,4034.0,168.0,212.0,3452.0,14.0,142.0,46.0,0.04164600892414477,0.052553296975706494,0.8557263262270699,0.0034705007436787306,0.03520079325731284,0.011403073872087258
1379,"SC15, Fulton County, Georgia",7000000US1312100SC15,9062.0,221.0,207.0,8356.0,22.0,201.0,55.0,0.024387552416685058,0.02284263959390863,0.9220922533657029,0.0024277201500772457,0.022180534098433017,0.006069300375193114
1380,"SC20, Fulton County, Georgia",7000000US1312100SC20,3243.0,100.0,75.0,2933.0,11.0,95.0,29.0,0.030835646006783842,0.02312673450508788,0.9044094973789701,0.0033919210607462227,0.02929386370644465,0.008942337341967314
1381,"SC27, Fulton County, Georgia",7000000US1312100SC27,2708.0,111.0,64.0,2463.0,9.0,47.0,14.0,0.04098966026587888,0.023633677991137372,0.9095273264401772,0.0033234859675036928,0.017355982274741506,0.0051698670605613
1382,"SS01, Fulton County, Georgia",7000000US1312100SS01,5353.0,269.0,4138.0,451.0,274.0,193.0,28.0,0.050252195030823836,0.7730244722585466,0.08425182140855594,0.05118625070054175,0.03605454885111153,0.005230711750420325
1383,"SS03, Fulton County, Georgia",7000000US1312100SS03,2154.0,193.0,1367.0,264.0,170.0,136.0,24.0,0.08960074280408542,0.6346332404828227,0.12256267409470752,0.07892293407613742,0.06313834726090993,0.011142061281337047
1384,"SS04, Fulton County, Georgia",7000000US1312100SS04,5238.0,722.0,2341.0,1069.0,832.0,244.0,30.0,0.13783886979763268,0.44692630775105,0.20408552882779687,0.15883925162275678,0.046582665139366174,0.0057273768613974796
1385,"SS05, Fulton County, Georgia",7000000US1312100SS05,2367.0,94.0,2022.0,78.0,90.0,76.0,7.0,0.03971271651880017,0.8542458808618505,0.032953105196451206,0.03802281368821293,0.03210815378115758,0.002957329953527672
1386,"SS06, Fulton County, Georgia",7000000US1312100SS06,2336.0,137.0,1865.0,87.0,105.0,130.0,12.0,0.0586472602739726,0.7983732876712328,0.03724315068493151,0.0449486301369863,0.05565068493150685,0.005136986301369863
1387,"SS12, Fulton County, Georgia",7000000US1312100SS12,3799.0,240.0,2707.0,389.0,282.0,153.0,28.0,0.0631745196104238,0.7125559357725717,0.10239536720189524,0.07423006054224796,0.04027375625164517,0.007370360621216109
1388,"SS14, Fulton County, Georgia",7000000US1312100SS14,1865.0,121.0,1570.0,46.0,40.0,67.0,21.0,0.0648793565683646,0.8418230563002681,0.024664879356568366,0.021447721179624665,0.035924932975871314,0.011260053619302948
1389,"SS16, Fulton County, Georgia",7000000US1312100SS16,2499.0,91.0,2161.0,100.0,60.0,71.0,16.0,0.036414565826330535,0.8647458983593438,0.040016006402561026,0.024009603841536616,0.028411364545818326,0.006402561024409764
1390,"SS17, Fulton County, Georgia",7000000US1312100SS17,4731.0,483.0,2833.0,986.0,163.0,223.0,43.0,0.10209258084971465,0.5988163179031917,0.2084125977594589,0.03445360388924117,0.047135912069329954,0.009088987529063623
1391,"SS20, Fulton County, Georgia",7000000US1312100SS20,4093.0,768.0,1331.0,1227.0,514.0,188.0,65.0,0.18763742975812361,0.3251893476667481,0.2997801123870022,0.1255802589787442,0.04593207915954068,0.01588077204984119
1392,"SS22, Fulton County, Georgia",7000000US1312100SS22,3807.0,439.0,1906.0,1029.0,195.0,177.0,61.0,0.11531389545573943,0.5006566850538482,0.2702915681639086,0.0512214342001576,0.046493301812450746,0.016023115313895456
1393,"SS26, Fulton County, Georgia",7000000US1312100SS26,6194.0,1003.0,1810.0,2344.0,631.0,311.0,95.0,0.16193090087181142,0.2922182757507265,0.37843073942525024,0.10187278010978366,0.05020988052954472,0.015337423312883436
1394,"SS31, Fulton County, Georgia",7000000US1312100SS31,2156.0,106.0,1334.0,399.0,205.0,94.0,18.0,0.04916512059369202,0.6187384044526901,0.18506493506493507,0.0950834879406308,0.04359925788497217,0.008348794063079777
1395,"AP01A, Fulton County, Georgia",7000000US131210AP01A,7302.0,542.0,3890.0,671.0,1847.0,266.0,86.0,0.07422623938646947,0.5327307586962476,0.09189263215557382,0.2529443987948507,0.03642837578745549,0.011777595179402904
1396,"AP01B, Fulton County, Georgia",7000000US131210AP01B,1952.0,192.0,982.0,283.0,391.0,86.0,18.0,0.09836065573770492,0.5030737704918032,0.1449795081967213,0.20030737704918034,0.04405737704918033,0.009221311475409836
1397,"AP01C, Fulton County, Georgia",7000000US131210AP01C,3292.0,437.0,1978.0,311.0,411.0,132.0,23.0,0.13274605103280682,0.6008505467800729,0.09447144592952612,0.12484811664641556,0.040097205346294046,0.0069866342648845685
1398,"AP01D, Fulton County, Georgia",7000000US131210AP01D,1481.0,169.0,790.0,219.0,193.0,95.0,15.0,0.11411208642808914,0.5334233625928426,0.14787305874409182,0.13031735313977041,0.06414584740040513,0.01012829169480081
1399,"AP01E, Fulton County, Georgia",7000000US131210AP01E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,"AP021, Fulton County, Georgia",7000000US131210AP021,4333.0,347.0,2805.0,583.0,385.0,169.0,44.0,0.08008308331410108,0.6473574890376183,0.1345488114470344,0.0888529886914378,0.03900300023078698,0.010154627279021463
1401,"AP022, Fulton County, Georgia",7000000US131210AP022,3367.0,446.0,1878.0,429.0,435.0,161.0,18.0,0.13246213246213245,0.5577665577665578,0.1274131274131274,0.12919512919512918,0.04781704781704782,0.005346005346005346
1402,"AP02B, Fulton County, Georgia",7000000US131210AP02B,871.0,45.0,542.0,127.0,108.0,46.0,3.0,0.05166475315729047,0.6222732491389208,0.14580941446613088,0.12399540757749714,0.05281285878300804,0.003444316877152698
1403,"AP04A, Fulton County, Georgia",7000000US131210AP04A,2124.0,110.0,1554.0,124.0,228.0,98.0,10.0,0.051789077212806026,0.731638418079096,0.0583804143126177,0.10734463276836158,0.046139359698681735,0.004708097928436911
1404,"AP04B, Fulton County, Georgia",7000000US131210AP04B,758.0,52.0,473.0,30.0,159.0,38.0,6.0,0.06860158311345646,0.6240105540897097,0.0395778364116095,0.20976253298153033,0.05013192612137203,0.0079155672823219
1405,"AP07A, Fulton County, Georgia",7000000US131210AP07A,5728.0,580.0,3251.0,635.0,976.0,231.0,55.0,0.10125698324022346,0.5675628491620112,0.11085893854748603,0.17039106145251395,0.04032821229050279,0.00960195530726257
1406,"AP07B, Fulton County, Georgia",7000000US131210AP07B,2554.0,168.0,1558.0,164.0,529.0,121.0,14.0,0.06577916992952232,0.6100234925606891,0.06421299921691465,0.2071260767423649,0.04737666405638215,0.00548159749412686
1407,"AP09A, Fulton County, Georgia",7000000US131210AP09A,7259.0,500.0,3292.0,599.0,2453.0,347.0,68.0,0.06888001102080177,0.4535059925609588,0.08251825320292051,0.3379253340680535,0.047802727648436426,0.00936768149882904
1408,"AP09B, Fulton County, Georgia",7000000US131210AP09B,1416.0,121.0,550.0,186.0,479.0,58.0,22.0,0.08545197740112995,0.3884180790960452,0.13135593220338984,0.3382768361581921,0.04096045197740113,0.015536723163841809
1409,"AP12A, Fulton County, Georgia",7000000US131210AP12A,1913.0,429.0,778.0,312.0,292.0,51.0,51.0,0.22425509670674335,0.4066910611604809,0.16309461578672244,0.15263983272347098,0.026659696811291166,0.026659696811291166
1410,"AP12B, Fulton County, Georgia",7000000US131210AP12B,2787.0,164.0,479.0,271.0,1708.0,83.0,82.0,0.05884463580911374,0.17186939361320416,0.09723717258701112,0.6128453534266236,0.02978112665949049,0.02942231790455687
1411,"AP12C, Fulton County, Georgia",7000000US131210AP12C,3050.0,301.0,2103.0,281.0,234.0,101.0,30.0,0.09868852459016393,0.6895081967213115,0.0921311475409836,0.07672131147540984,0.033114754098360656,0.009836065573770493
1412,"AP12D, Fulton County, Georgia",7000000US131210AP12D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,"CH04A, Fulton County, Georgia",7000000US131210CH04A,991.0,49.0,838.0,72.0,3.0,25.0,4.0,0.04944500504540868,0.8456104944500504,0.07265388496468214,0.0030272452068617556,0.025227043390514632,0.004036326942482341
1414,"CH04B, Fulton County, Georgia",7000000US131210CH04B,16.0,4.0,5.0,6.0,0.0,1.0,0.0,0.25,0.3125,0.375,0.0,0.0625,0.0
1415,"CP011, Fulton County, Georgia",7000000US131210CP011,1649.0,91.0,405.0,1064.0,15.0,58.0,16.0,0.05518496058217101,0.24560339599757428,0.645239539114615,0.009096422073984234,0.0351728320194057,0.009702850212249849
1416,"CP012, Fulton County, Georgia",7000000US131210CP012,1672.0,79.0,469.0,1039.0,28.0,43.0,14.0,0.04724880382775119,0.2805023923444976,0.6214114832535885,0.01674641148325359,0.025717703349282296,0.008373205741626795
1417,"CP01B, Fulton County, Georgia",7000000US131210CP01B,527.0,42.0,203.0,250.0,11.0,14.0,7.0,0.07969639468690702,0.38519924098671726,0.47438330170777987,0.020872865275142316,0.026565464895635674,0.013282732447817837
1418,"CP04A, Fulton County, Georgia",7000000US131210CP04A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1419,"CP04B, Fulton County, Georgia",7000000US131210CP04B,71.0,11.0,9.0,39.0,6.0,6.0,0.0,0.15492957746478872,0.1267605633802817,0.5492957746478874,0.08450704225352113,0.08450704225352113,0.0
1420,"CP051, Fulton County, Georgia",7000000US131210CP051,1797.0,134.0,46.0,1514.0,25.0,56.0,22.0,0.07456872565386756,0.025598219254312743,0.8425153032832499,0.013912075681691708,0.031163049526989426,0.012242626599888704
1421,"CP052, Fulton County, Georgia",7000000US131210CP052,5.0,1.0,0.0,0.0,1.0,0.0,3.0,0.2,0.0,0.0,0.2,0.0,0.6
1422,"CP053, Fulton County, Georgia",7000000US131210CP053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,"CP05B, Fulton County, Georgia",7000000US131210CP05B,188.0,6.0,0.0,173.0,0.0,6.0,3.0,0.031914893617021274,0.0,0.9202127659574468,0.0,0.031914893617021274,0.015957446808510637
1424,"CP06A, Fulton County, Georgia",7000000US131210CP06A,818.0,53.0,12.0,732.0,0.0,17.0,4.0,0.0647921760391198,0.014669926650366748,0.8948655256723717,0.0,0.02078239608801956,0.004889975550122249
1425,"CP06B, Fulton County, Georgia",7000000US131210CP06B,9.0,0.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.3333333333333333
1426,"CP07A, Fulton County, Georgia",7000000US131210CP07A,1530.0,54.0,54.0,1401.0,0.0,11.0,10.0,0.03529411764705882,0.03529411764705882,0.9156862745098039,0.0,0.00718954248366013,0.006535947712418301
1427,"CP07B, Fulton County, Georgia",7000000US131210CP07B,32.0,3.0,0.0,23.0,0.0,1.0,5.0,0.09375,0.0,0.71875,0.0,0.03125,0.15625
1428,"CP07C, Fulton County, Georgia",7000000US131210CP07C,283.0,2.0,0.0,271.0,0.0,5.0,5.0,0.007067137809187279,0.0,0.9575971731448764,0.0,0.0176678445229682,0.0176678445229682
1429,"CP07D, Fulton County, Georgia",7000000US131210CP07D,7.0,1.0,0.0,5.0,0.0,0.0,1.0,0.14285714285714285,0.0,0.7142857142857143,0.0,0.0,0.14285714285714285
1430,"CP07E, Fulton County, Georgia",7000000US131210CP07E,57.0,2.0,1.0,53.0,0.0,1.0,0.0,0.03508771929824561,0.017543859649122806,0.9298245614035088,0.0,0.017543859649122806,0.0
1431,"CP07F, Fulton County, Georgia",7000000US131210CP07F,513.0,5.0,19.0,480.0,0.0,8.0,1.0,0.009746588693957114,0.037037037037037035,0.935672514619883,0.0,0.015594541910331383,0.001949317738791423
1432,"CP081, Fulton County, Georgia",7000000US131210CP081,666.0,9.0,7.0,638.0,0.0,7.0,5.0,0.013513513513513514,0.010510510510510511,0.9579579579579579,0.0,0.010510510510510511,0.0075075075075075074
1433,"CP083, Fulton County, Georgia",7000000US131210CP083,243.0,4.0,6.0,218.0,0.0,10.0,5.0,0.01646090534979424,0.024691358024691357,0.897119341563786,0.0,0.0411522633744856,0.0205761316872428
1434,"CP084, Fulton County, Georgia",7000000US131210CP084,411.0,8.0,3.0,397.0,0.0,3.0,0.0,0.019464720194647202,0.0072992700729927005,0.9659367396593674,0.0,0.0072992700729927005,0.0
1435,"CP08A, Fulton County, Georgia",7000000US131210CP08A,914.0,32.0,11.0,851.0,0.0,19.0,1.0,0.0350109409190372,0.012035010940919038,0.9310722100656456,0.0,0.020787746170678335,0.0010940919037199124
1436,"EP01A, Fulton County, Georgia",7000000US131210EP01A,4004.0,642.0,771.0,2361.0,25.0,140.0,65.0,0.16033966033966035,0.19255744255744256,0.5896603396603397,0.006243756243756244,0.03496503496503497,0.016233766233766232
