,Area Name,id,Total,Hispanic,White,Black,Asian,Mixed,Others
1672,"ROCKBRIDGE B, Gwinnett County, Georgia",7000000US13135000044,6339,1160,1220,3274,385,238,62
1673,"GARNERS B, Gwinnett County, Georgia",7000000US13135000045,4391,514,1238,2020,446,139,34
1674,"CATES F, Gwinnett County, Georgia",7000000US13135000046,2505,212,1350,555,284,73,31
1675,"CATES G, Gwinnett County, Georgia",7000000US13135000047,4012,206,1985,732,849,203,37
1676,"DULUTH B, Gwinnett County, Georgia",7000000US13135000048,5515,893,1902,803,1737,138,42
1677,"GARNERS C, Gwinnett County, Georgia",7000000US13135000049,3095,390,1105,901,517,142,40
1678,"PINCKNEYVILLE I, Gwinnett County, Georgia",7000000US13135000050,5301,1989,777,1571,700,196,68
1679,"PINCKNEYVILLE J, Gwinnett County, Georgia",7000000US13135000051,8393,5283,651,1714,565,125,55
1680,"BERKSHIRE G, Gwinnett County, Georgia",7000000US13135000052,3325,350,1663,517,640,126,29
1681,"CATES H, Gwinnett County, Georgia",7000000US13135000053,6264,890,1356,3444,213,291,70
1682,"SUGAR HILL C, Gwinnett County, Georgia",7000000US13135000054,7481,998,4614,993,506,318,52
1683,"SUGAR HILL D, Gwinnett County, Georgia",7000000US13135000055,8579,2346,3881,1471,515,303,63
1684,"DULUTH C, Gwinnett County, Georgia",7000000US13135000056,3671,861,1451,693,388,240,38
1685,"DULUTH D, Gwinnett County, Georgia",7000000US13135000057,10275,3323,2585,1713,2282,299,73
1686,"PINCKNEYVILLE K, Gwinnett County, Georgia",7000000US13135000058,9111,4735,1010,2208,878,195,85
1687,"PINCKNEYVILLE N, Gwinnett County, Georgia",7000000US13135000059,8300,2964,1195,3445,306,283,107
1688,"LAWRENCEVILLE D, Gwinnett County, Georgia",7000000US13135000060,10811,3174,1778,5074,350,351,84
1689,"LAWRENCEVILLE E, Gwinnett County, Georgia",7000000US13135000061,3461,849,1419,796,279,111,7
1690,"PINCKNEYVILLE L, Gwinnett County, Georgia",7000000US13135000062,2897,94,2284,111,263,136,9
1691,"PINCKNEYVILLE M, Gwinnett County, Georgia",7000000US13135000063,3341,180,2470,157,362,136,36
1692,"GARNERS D, Gwinnett County, Georgia",7000000US13135000064,5081,1022,1117,2535,152,202,53
1693,"BERKSHIRE H, Gwinnett County, Georgia",7000000US13135000065,4466,2195,653,663,853,82,20
1694,"PINCKNEYVILLE O, Gwinnett County, Georgia",7000000US13135000066,9726,5491,975,2228,781,165,86
1695,"PUCKETTS E, Gwinnett County, Georgia",7000000US13135000067,8927,1208,3113,2121,2091,336,58
1696,"CATES I, Gwinnett County, Georgia",7000000US13135000068,5403,535,2178,1304,1120,217,49
1697,"CATES J, Gwinnett County, Georgia",7000000US13135000069,5210,511,1752,1738,928,228,53
1698,"GOODWINS B, Gwinnett County, Georgia",7000000US13135000070,5375,725,2655,796,924,238,37
1699,"LAWRENCEVILLE F, Gwinnett County, Georgia",7000000US13135000071,5997,1346,1213,2809,365,202,62
1700,"MARTINS E, Gwinnett County, Georgia",7000000US13135000072,13273,4276,1563,5714,1146,419,155
1701,"PINCKNEYVILLE P, Gwinnett County, Georgia",7000000US13135000073,3138,567,1383,833,163,168,24
1702,"PINCKNEYVILLE Q, Gwinnett County, Georgia",7000000US13135000074,4995,2666,441,1411,310,141,26
1703,"ROCKBRIDGE C, Gwinnett County, Georgia",7000000US13135000075,7179,909,1167,4358,421,241,83
1704,"ROCKBRIDGE D, Gwinnett County, Georgia",7000000US13135000076,4853,524,996,2965,168,148,52
1705,"GOODWINS C, Gwinnett County, Georgia",7000000US13135000077,9401,2278,2262,2482,1947,305,127
1706,"BAYCREEK K, Gwinnett County, Georgia",7000000US13135000078,5457,544,2104,2049,513,200,47
1707,"CATES K, Gwinnett County, Georgia",7000000US13135000079,3882,651,1779,821,434,161,36
1708,"BAYCREEK C, Gwinnett County, Georgia",7000000US13135000080,9302,1196,2964,4321,397,342,82
1709,"CATES L, Gwinnett County, Georgia",7000000US13135000081,5708,746,1971,2396,311,224,60
1710,"DULUTH E, Gwinnett County, Georgia",7000000US13135000082,8147,1253,2241,2772,1479,334,68
1711,"GOODWINS D, Gwinnett County, Georgia",7000000US13135000083,6328,1496,2453,1097,1033,195,54
1712,"LAWRENCEVILLE G, Gwinnett County, Georgia",7000000US13135000084,4973,1343,811,1674,965,137,43
1713,"LAWRENCEVILLE H, Gwinnett County, Georgia",7000000US13135000085,5875,1011,2480,1162,937,242,43
1714,"MARTINS F, Gwinnett County, Georgia",7000000US13135000086,5651,2610,765,1405,698,136,37
1715,"PINCKNEYVILLE S, Gwinnett County, Georgia",7000000US13135000087,6658,2727,1240,1186,1240,221,44
1716,"ROCKBRIDGE E, Gwinnett County, Georgia",7000000US13135000088,7169,1141,1417,3873,358,313,67
1717,"SUGAR HILL E, Gwinnett County, Georgia",7000000US13135000089,5627,920,2618,880,942,215,52
1718,"LAWRENCEVILLE I, Gwinnett County, Georgia",7000000US13135000090,5968,1259,1934,2168,331,230,46
1719,"BAYCREEK D, Gwinnett County, Georgia",7000000US13135000091,6326,687,2733,2213,345,272,76
1720,"BERKSHIRE J, Gwinnett County, Georgia",7000000US13135000092,3743,391,1918,605,635,156,38
1721,"CATES M, Gwinnett County, Georgia",7000000US13135000093,4882,530,2722,769,589,221,51
1722,"CATES N, Gwinnett County, Georgia",7000000US13135000094,3368,428,1786,676,318,127,33
1723,"DULUTH F, Gwinnett County, Georgia",7000000US13135000095,12394,2853,1816,4157,3088,369,111
1724,"DULUTH G, Gwinnett County, Georgia",7000000US13135000096,4815,539,1796,574,1723,153,30
1725,"GOODWINS E, Gwinnett County, Georgia",7000000US13135000097,7674,1223,2667,1395,2021,293,75
1726,"GOODWINS F, Gwinnett County, Georgia",7000000US13135000098,4618,844,1632,873,989,241,39
1727,"PINCKNEYVILLE T, Gwinnett County, Georgia",7000000US13135000099,6644,3014,1389,707,1301,177,56
1728,"SUWANEE B, Gwinnett County, Georgia",7000000US13135000100,7364,511,3038,930,2527,299,59
1729,"PINCKNEYVILLE U, Gwinnett County, Georgia",7000000US13135000101,3217,473,1270,1138,131,172,33
1730,"PUCKETTS B, Gwinnett County, Georgia",7000000US13135000102,4486,543,2510,613,623,130,67
1731,"BERKSHIRE L, Gwinnett County, Georgia",7000000US13135000103,6986,2896,916,1977,1003,147,47
1732,"ROCKBRIDGE F, Gwinnett County, Georgia",7000000US13135000104,7998,679,1149,5537,208,322,103
1733,"SUGAR HILL F, Gwinnett County, Georgia",7000000US13135000105,6984,1225,3304,775,1374,273,33
1734,"SUWANEE C, Gwinnett County, Georgia",7000000US13135000106,9256,856,3473,1266,3173,399,89
1735,"CATES O, Gwinnett County, Georgia",7000000US13135000107,2140,256,839,441,485,81,38
1736,"BAYCREEK E, Gwinnett County, Georgia",7000000US13135000108,5183,1284,1689,1772,135,233,70
1737,"BERKSHIRE M, Gwinnett County, Georgia",7000000US13135000109,2760,486,1068,399,668,127,12
1738,"MARTINS G, Gwinnett County, Georgia",7000000US13135000110,4597,1863,935,1209,454,101,35
1739,"DULUTH H, Gwinnett County, Georgia",7000000US13135000111,4473,622,1645,727,1302,135,42
1740,"BERKSHIRE N, Gwinnett County, Georgia",7000000US13135000112,4138,378,2279,731,584,149,17
1741,"PINCKNEYVILLE V, Gwinnett County, Georgia",7000000US13135000113,3589,1413,588,591,866,74,57
1742,"PINCKNEYVILLE W, Gwinnett County, Georgia",7000000US13135000114,8306,3550,2102,1311,1029,225,89
1743,"MARTINS H, Gwinnett County, Georgia",7000000US13135000115,9056,3299,1714,1948,1862,174,59
1744,"MARTINS I, Gwinnett County, Georgia",7000000US13135000116,8379,3959,1005,1576,1641,143,55
1745,"MARTINS J, Gwinnett County, Georgia",7000000US13135000117,8322,3910,969,2333,767,260,83
1746,"GARNERS F, Gwinnett County, Georgia",7000000US13135000118,2640,333,1191,468,505,104,39
1747,"BERKSHIRE O, Gwinnett County, Georgia",7000000US13135000119,3698,451,1798,647,584,188,30
1748,"BERKSHIRE P, Gwinnett County, Georgia",7000000US13135000120,3621,2034,580,568,336,76,27
1749,"PINCKNEYVILLE X, Gwinnett County, Georgia",7000000US13135000121,4840,448,2337,662,1090,264,39
1750,"ROCKBRIDGE G, Gwinnett County, Georgia",7000000US13135000122,8459,1049,1532,5316,95,395,72
1751,"PINCKNEYVILLE Y, Gwinnett County, Georgia",7000000US13135000123,9540,5913,717,1624,1024,207,55
1752,"GOODWINS G, Gwinnett County, Georgia",7000000US13135000124,4217,1041,1030,1371,506,211,58
1753,"PINCKNEYVILLE Z, Gwinnett County, Georgia",7000000US13135000125,2313,116,1852,86,167,65,27
1754,"PINCKNEYVILLE A1, Gwinnett County, Georgia",7000000US13135000126,3338,197,2543,189,277,119,13
1755,"LAWRENCEVILLE J, Gwinnett County, Georgia",7000000US13135000127,3562,1002,803,1306,319,105,27
1756,"GOODWINS H, Gwinnett County, Georgia",7000000US13135000128,4230,882,1657,770,729,178,14
1757,"DUNCANS B, Gwinnett County, Georgia",7000000US13135000129,7903,795,4931,1208,560,337,72
1758,"SUWANEE D, Gwinnett County, Georgia",7000000US13135000130,7036,489,3862,718,1595,330,42
1759,"SUWANEE E, Gwinnett County, Georgia",7000000US13135000131,6267,387,3246,569,1757,269,39
1760,"LAWRENCEVILLE K, Gwinnett County, Georgia",7000000US13135000132,4331,717,1862,795,721,198,38
1761,"HARBINS B, Gwinnett County, Georgia",7000000US13135000133,7369,1235,3673,1786,333,278,64
1762,"BAYCREEK F, Gwinnett County, Georgia",7000000US13135000134,6933,662,1957,3461,448,307,98
1763,"PUCKETTS C, Gwinnett County, Georgia",7000000US13135000135,6388,909,3124,1415,637,254,49
1764,"HOG MOUNTAIN C, Gwinnett County, Georgia",7000000US13135000136,6691,1503,3036,1110,762,251,29
1765,"ROCKYCREEK B, Gwinnett County, Georgia",7000000US13135000137,7660,1384,3654,1516,759,316,31
1766,"DULUTH I, Gwinnett County, Georgia",7000000US13135000138,7004,328,1945,739,3730,210,52
1767,"MARTINS K, Gwinnett County, Georgia",7000000US13135000139,9889,3116,1440,3066,1939,244,84
1768,"SUWANEE H, Gwinnett County, Georgia",7000000US13135000140,5275,294,3352,387,977,222,43
1769,"SUGAR HILL G, Gwinnett County, Georgia",7000000US13135000141,3971,396,2458,380,549,154,34
1770,"SUWANEE F, Gwinnett County, Georgia",7000000US13135000142,6060,548,2314,937,1942,270,49
1771,"LAWRENCEVILLE L, Gwinnett County, Georgia",7000000US13135000143,7250,1199,2098,1992,1672,214,75
1772,"LAWRENCEVILLE M, Gwinnett County, Georgia",7000000US13135000144,12001,3007,2183,5490,751,466,104
1773,"BAYCREEK G, Gwinnett County, Georgia",7000000US13135000145,9465,1084,2431,4931,499,431,89
1774,"BAYCREEK H, Gwinnett County, Georgia",7000000US13135000146,9916,927,3960,4245,286,400,98
1775,"BAYCREEK I, Gwinnett County, Georgia",7000000US13135000147,8833,1707,2494,3656,529,381,66
1776,"BERKSHIRE Q, Gwinnett County, Georgia",7000000US13135000148,2741,600,1143,399,487,95,17
1777,"GOODWINS I, Gwinnett County, Georgia",7000000US13135000149,3169,348,1298,629,775,112,7
1778,"DULUTH K, Gwinnett County, Georgia",7000000US13135000150,6783,2503,762,2093,1176,187,62
1779,"HARBINS C, Gwinnett County, Georgia",7000000US13135000151,4204,465,2170,1278,105,154,32
1780,"ROCKYCREEK C, Gwinnett County, Georgia",7000000US13135000152,6942,944,3323,1818,527,278,52
1781,"LAWRENCEVILLE N, Gwinnett County, Georgia",7000000US13135000153,4532,1475,1396,1119,365,140,37
1782,"PUCKETTS D, Gwinnett County, Georgia",7000000US13135000154,5310,757,2631,910,749,211,52
1783,"SUWANEE G, Gwinnett County, Georgia",7000000US13135000155,5953,654,2541,1098,1371,220,69
1784,"BAYCREEK J, Gwinnett County, Georgia",7000000US13135000156,6205,791,1620,3356,138,236,64
1785,"HABERSHAM NORTH, Habersham County, Georgia",7000000US13137000001,12544,648,11064,221,113,457,41
1786,"HABERSHAM SOUTH, Habersham County, Georgia",7000000US13137000002,10659,2860,6586,374,473,305,61
1787,"DEMOREST, Habersham County, Georgia",7000000US13137000003,8204,584,6929,169,94,357,71
1788,"TOWN OF MOUNT AIRY, Habersham County, Georgia",7000000US13137000004,1423,297,920,48,92,59,7
1789,"CITY OF BALDWIN, Habersham County, Georgia",7000000US13137000005,2988,1356,1381,127,59,58,7
1790,"MUD CREEK, Habersham County, Georgia",7000000US13137000006,8429,1094,6144,768,159,237,27
1791,"AMYS CREEK, Habersham County, Georgia",7000000US13137000007,1784,41,1670,15,0,45,13
1792,"WILSON, Hall County, Georgia",7000000US13139000001,8782,3345,4718,269,237,174,39
1793,"CHICOPEE, Hall County, Georgia",7000000US13139000002,9232,5437,2328,681,530,191,65
1794,"OAKWOOD I, Hall County, Georgia",7000000US13139000003,5112,1668,2506,624,122,171,21
1795,"OAKWOOD II, Hall County, Georgia",7000000US13139000004,5485,1202,3723,252,144,127,37
1796,"FLOWERY BRANCH I, Hall County, Georgia",7000000US13139000005,5891,642,4613,268,118,227,23
1797,"FLOWERY BRANCH II, Hall County, Georgia",7000000US13139000006,5315,755,3617,587,146,169,41
1798,"ROBERTS, Hall County, Georgia",7000000US13139000007,7819,1148,5459,503,338,322,49
1799,"MORGAN I, Hall County, Georgia",7000000US13139000008,5413,830,4020,254,51,228,30
1800,"MORGAN II, Hall County, Georgia",7000000US13139000009,6881,1972,4072,491,142,178,26
1801,"CANDLER, Hall County, Georgia",7000000US13139000010,10189,4003,4900,632,413,210,31
1802,"TADMORE, Hall County, Georgia",7000000US13139000011,14349,9161,3467,1211,158,261,91
1803,"GLADE, Hall County, Georgia",7000000US13139000012,6870,1502,4516,510,61,248,33
1804,"LULA, Hall County, Georgia",7000000US13139000013,5309,533,4229,240,56,223,28
1805,"CLERMONT, Hall County, Georgia",7000000US13139000014,4807,166,4376,40,17,183,25
1806,"QUILLIANS, Hall County, Georgia",7000000US13139000015,3926,190,3523,31,22,145,15
1807,"BARK CAMP, Hall County, Georgia",7000000US13139000016,8137,1089,6492,133,76,314,33
1808,"CHESTATEE, Hall County, Georgia",7000000US13139000017,5231,787,4108,73,46,186,31
1809,"FORK, Hall County, Georgia",7000000US13139000018,4305,560,3404,82,55,187,17
1810,"WHELCHEL, Hall County, Georgia",7000000US13139000019,6051,1072,4582,83,42,231,41
1811,"WEST WHELCHEL, Hall County, Georgia",7000000US13139000020,4573,279,3990,76,52,148,28
1812,"GAINESVILLE I, Hall County, Georgia",7000000US13139000021,6787,1658,4012,746,158,184,29
1813,"GAINESVILLE II, Hall County, Georgia",7000000US13139000022,6466,3017,733,2530,38,121,27
1814,"GAINESVILLE III, Hall County, Georgia",7000000US13139000023,14853,9139,3446,1489,363,314,102
1815,"GAINESVILLE IV, Hall County, Georgia",7000000US13139000024,6286,2879,2478,674,72,130,53
1816,"GAINESVILLE V, Hall County, Georgia",7000000US13139000025,2799,466,1579,565,48,116,25
1817,"GILLSVILLE, Hall County, Georgia",7000000US13139000026,1826,314,1381,53,15,55,8
1818,"BIG HICKORY, Hall County, Georgia",7000000US13139000027,4979,221,4477,40,28,192,21
1819,"FRIENDSHIP I, Hall County, Georgia",7000000US13139000028,10874,938,8884,459,214,317,62
1820,"FRIENDSHIP II, Hall County, Georgia",7000000US13139000029,4420,598,3331,170,153,146,22
1821,"FRIENDSHIP III, Hall County, Georgia",7000000US13139000030,6083,1122,4219,335,107,251,49
1822,"FRIENDSHIP IV, Hall County, Georgia",7000000US13139000031,4086,317,3235,155,176,171,32
1823,"DEVEREUX FIRE STATION, Hancock County, Georgia",7000000US1314100001A,1316,12,810,441,1,34,18
1824,"ST. MARK, Hancock County, Georgia",7000000US1314100001B,784,0,58,716,0,10,0
1825,"COURTHOUSE, Hancock County, Georgia",7000000US1314100002A,872,3,182,674,4,9,0
1826,"SECOND BEULAH, Hancock County, Georgia",7000000US1314100002B,1144,9,231,853,19,26,6
1827,"MAYFIELD COMMUNITY CENTER, Hancock County, Georgia",7000000US1314100003A,408,1,44,347,2,12,2
1828,"POWER OF GOD, Hancock County, Georgia",7000000US1314100003B,805,8,148,615,0,32,2
1829,"WARREN CHAPEL, Hancock County, Georgia",7000000US1314100003C,457,5,250,193,1,5,3
1830,"YOUTH CENTER, Hancock County, Georgia",7000000US1314100004A,2203,18,424,1732,10,16,3
1831,"SECOND DARRIEN, Hancock County, Georgia",7000000US1314100004B,583,4,211,349,0,19,0
1832,"SPARTA 4C, Hancock County, Georgia",7000000US1314100004C,163,3,55,105,0,0,0
1833,"BREMEN, Haralson County, Georgia",7000000US13143000002,9518,196,8151,642,116,363,50
1834,"BUCHANAN, Haralson County, Georgia",7000000US13143000003,3472,69,3152,133,11,95,12
1835,"BUNCOMBE, Haralson County, Georgia",7000000US13143000004,1608,22,1496,18,16,48,8
1836,"CORINTH, Haralson County, Georgia",7000000US13143000005,2283,35,2131,32,4,75,6
1837,"TWENTIETH, Haralson County, Georgia",7000000US13143000006,1073,17,1004,4,1,40,7
1838,"FELTON, Haralson County, Georgia",7000000US13143000007,527,5,501,3,0,16,2
1839,"LITTLE CREEK, Haralson County, Georgia",7000000US13143000008,545,6,505,14,0,18,2
1840,"MT VIEW, Haralson County, Georgia",7000000US13143000009,419,2,392,1,0,20,4
1841,"SEVENTH, Haralson County, Georgia",7000000US13143000010,2684,54,2346,177,4,89,14
1842,"BEREA-STEADMAN, Haralson County, Georgia",7000000US13143000011,1462,10,1415,8,0,22,7
1843,"TALLAPOOSA, Haralson County, Georgia",7000000US13143000012,4677,58,4238,173,29,150,29
1844,"WACO, Haralson County, Georgia",7000000US13143000013,1651,23,1494,48,5,70,11
1845,"CATAULA, Harris County, Georgia",7000000US131450000CA,3704,194,2889,369,45,172,35
1846,"ELLERSLIE, Harris County, Georgia",7000000US131450000EL,5522,271,4144,750,63,259,35
1847,"GOODMAN, Harris County, Georgia",7000000US131450000GM,2093,43,1332,606,19,69,24
1848,"HAMILTON, Harris County, Georgia",7000000US131450000HA,4080,186,2635,978,26,228,27
1849,"LOWER 19TH, Harris County, Georgia",7000000US131450000L9,3677,175,2994,290,60,126,32
1850,"MULBERRY GROVE, Harris County, Georgia",7000000US131450000MG,3695,158,3116,199,37,170,15
1851,"PINE MOUNTAIN VALLEY, Harris County, Georgia",7000000US131450000PV,1648,35,1413,117,4,63,16
1852,"SKINNER, Harris County, Georgia",7000000US131450000SK,1232,25,749,361,47,39,11
1853,"UPPER 19TH, Harris County, Georgia",7000000US131450000U9,2246,143,1775,169,35,115,9
1854,"VALLEY PLAINS, Harris County, Georgia",7000000US131450000VP,1148,27,827,238,5,40,11
1855,"WAVERLY HALL, Harris County, Georgia",7000000US131450000WA,3808,127,2687,781,41,142,30
1856,"WHITESVILLE, Harris County, Georgia",7000000US131450000WH,1815,33,1364,312,6,85,15
1857,"HARTWELL, Hart County, Georgia",7000000US13147000002,10172,315,6928,2454,113,321,41
1858,"GOLDMINE, Hart County, Georgia",7000000US13147000003,3100,156,2328,435,66,99,16
1859,"COKESBURY, Hart County, Georgia",7000000US13147000004,1729,66,1038,527,12,79,7
1860,"REED CREEK, Hart County, Georgia",7000000US13147000005,3853,54,3396,193,57,126,27
1861,"BOWERSVILLE, Hart County, Georgia",7000000US13147000006,2231,113,1843,202,11,55,7
1862,"SHOAL CREEK, Hart County, Georgia",7000000US13147000007,2413,98,2100,71,17,116,11
1863,"BIO, Hart County, Georgia",7000000US13147000008,2330,129,1617,442,59,68,15
1864,"CENTRALHATCHEE, Heard County, Georgia",7000000US13149000CEN,2410,36,2122,118,10,112,12
1865,"COOKSVILLE - CORINTH, Heard County, Georgia",7000000US13149000COO,1103,42,935,63,4,54,5
1866,"ENON GROVE, Heard County, Georgia",7000000US13149000ENO,1644,51,1430,62,4,92,5
1867,"EPHESUS, Heard County, Georgia",7000000US13149000EPH,1978,30,1789,51,11,83,14
1868,"FRANKLIN, Heard County, Georgia",7000000US13149000FRA,3327,76,2541,525,21,142,22
1869,"SOUTHWEST, Heard County, Georgia",7000000US13149000SOU,950,18,772,111,3,38,8
1870,"LOCUST GROVE, Henry County, Georgia",7000000US13151000025,9788,770,2932,5454,181,384,67
1871,"TUSSAHAW, Henry County, Georgia",7000000US13151000026,4783,264,3809,432,35,211,32
1872,"SANDY RIDGE, Henry County, Georgia",7000000US13151000027,7076,350,5201,1094,71,313,47
1873,"WESTSIDE, Henry County, Georgia",7000000US13151000028,11098,1337,1684,7509,76,375,117
1874,"LOWES, Henry County, Georgia",7000000US13151000029,13921,1116,3671,8040,404,567,123
1875,"SOUTH HAMPTON, Henry County, Georgia",7000000US13151000030,7943,665,3395,3376,112,317,78
1876,"NORTH HAMPTON, Henry County, Georgia",7000000US13151000031,10454,915,3783,5182,120,397,57
1877,"MOUNT CARMEL, Henry County, Georgia",7000000US13151000032,7474,403,1075,5008,631,289,68
1878,"RED OAK, Henry County, Georgia",7000000US13151000033,7846,461,682,5235,1143,253,72
1879,"WESLEY LAKES, Henry County, Georgia",7000000US13151000034,8928,713,1568,5916,257,375,99
1880,"MCDONOUGH, Henry County, Georgia",7000000US13151000035,4121,246,921,2717,54,148,35
1881,"MCMULLEN, Henry County, Georgia",7000000US13151000036,5051,274,3242,1185,80,233,37
1882,"EAST LAKE, Henry County, Georgia",7000000US13151000037,4457,262,2865,863,221,221,25
1883,"HICKORY FLAT, Henry County, Georgia",7000000US13151000038,7152,497,1845,3948,471,282,109
1884,"STOCKBRIDGE EAST-WEST, Henry County, Georgia",7000000US13151000039,9682,798,1353,6647,417,360,107
1885,"STAGECOACH, Henry County, Georgia",7000000US13151000041,5193,586,1963,2268,119,216,41
1886,"COTTON INDIAN, Henry County, Georgia",7000000US13151000042,7211,696,2668,3110,289,353,95
1887,"PLEASANT GROVE, Henry County, Georgia",7000000US13151000043,5268,291,2580,2042,112,197,46
