,Area Name,id,Total,Hispanic,White,Black,Asian,Mixed,Others
2136,"CLACKS CHAPEL, Morgan County, Georgia",7000000US13211000005,942,65,730,95,9,42,1
2137,"WEST MORGAN, Morgan County, Georgia",7000000US13211000006,3434,80,2799,427,9,112,7
2138,"NORTH MORGAN, Morgan County, Georgia",7000000US13211000007,3567,134,2879,446,6,79,23
2139,"TOWN, Murray County, Georgia",7000000US13213000824,10064,1674,7871,66,66,355,32
2140,"CARTERS-DOOLITTLE, Murray County, Georgia",7000000US13213000872,3445,193,3099,16,10,113,14
2141,"NORTH, Murray County, Georgia",7000000US13213000874,3407,137,3135,9,8,106,12
2142,"MCDONALD, Murray County, Georgia",7000000US13213001013,4768,727,3823,56,10,137,15
2143,"SHUCK PEN, Murray County, Georgia",7000000US13213001039,5439,1063,4206,38,3,116,13
2144,"SOUTHWEST, Murray County, Georgia",7000000US13213001291,6097,538,5136,43,21,340,19
2145,"SPRING PLACE, Murray County, Georgia",7000000US13213001895,6753,1582,4894,35,9,199,34
2146,"WYNNTON/BRITT, Muscogee County, Georgia",7000000US13215000101,7397,303,2009,4680,43,306,56
2147,"CARVER/MACK, Muscogee County, Georgia",7000000US13215000102,6145,251,527,5120,31,179,37
2148,"ST JOHN/BELVEDERE, Muscogee County, Georgia",7000000US13215000103,8479,323,740,7039,57,258,62
2149,"BRITT DAVID, Muscogee County, Georgia",7000000US13215000104,4293,411,2545,911,158,233,35
2150,"ST. PETER, Muscogee County, Georgia",7000000US13215000105,4816,375,3010,847,256,268,60
2151,"CORNERSTONE, Muscogee County, Georgia",7000000US13215000106,10451,940,5968,2098,740,583,122
2152,"COLUMBUS TECH, Muscogee County, Georgia",7000000US13215000107,9147,945,4524,3093,69,399,117
2153,"ST MARK/HEIFERHORN, Muscogee County, Georgia",7000000US13215000108,8511,588,5981,1027,443,388,84
2154,"WYNNBROOK, Muscogee County, Georgia",7000000US13215000109,3679,153,2785,357,274,90,20
2155,"CUSSETA RD, Muscogee County, Georgia",7000000US13215000110,10401,1055,748,8154,58,299,87
2156,"OUR LADY OF LOURDES, Muscogee County, Georgia",7000000US13215000112,13776,1530,1771,9571,201,593,110
2157,"MT PILGRIM, Muscogee County, Georgia",7000000US13215000113,8330,342,661,6938,58,264,67
2158,"FAITH TABERNACLE, Muscogee County, Georgia",7000000US13215000114,6052,348,594,4856,43,161,50
2159,"FORT/WADDELL, Muscogee County, Georgia",7000000US13215000115,12244,935,2927,7728,149,416,89
2160,"ROTHSCHILD, Muscogee County, Georgia",7000000US13215000116,11470,609,1732,8534,83,391,121
2161,"GENTIAN/REESE @LDS, Muscogee County, Georgia",7000000US13215000117,9501,736,4747,3211,283,405,119
2162,"ST PAUL/CLUBVIEW, Muscogee County, Georgia",7000000US13215000118,8040,439,5303,1739,124,362,73
2163,"MOON/MORNINGSIDE, Muscogee County, Georgia",7000000US13215000119,9114,760,5503,2010,320,411,110
2164,"ST ANDREWS/MIDLAND, Muscogee County, Georgia",7000000US13215000120,11481,936,6119,2693,1024,594,115
2165,"SALVATION ARMY, Muscogee County, Georgia",7000000US13215000121,4828,465,2146,1624,328,235,30
2166,"FIRST AFRICAN, Muscogee County, Georgia",7000000US13215000122,3446,237,1394,1579,52,129,55
2167,"EPWORTH UMC, Muscogee County, Georgia",7000000US13215000124,7923,872,4240,2198,69,450,94
2168,"MARIANNA GALLOPS, Muscogee County, Georgia",7000000US13215000125,5226,275,1612,2990,33,251,65
2169,"EDGEWOOD BAPTIST, Muscogee County, Georgia",7000000US13215000126,4868,471,1772,2259,72,244,50
2170,"PSALMOND/MATHEWS, Muscogee County, Georgia",7000000US13215000127,10144,856,5501,2796,385,532,74
2171,"FORT BENNING 1, Muscogee County, Georgia",7000000US13215FTBEN1,16,2,2,0,2,9,1
2172,"FORT BENNING 2, Muscogee County, Georgia",7000000US13215FTBEN2,2613,508,1620,185,59,182,59
2173,"FORT BENNING 3, Muscogee County, Georgia",7000000US13215FTBEN3,1625,232,974,207,69,117,26
2174,"FORT BENNING 4, Muscogee County, Georgia",7000000US13215FTBEN4,2585,541,1475,207,56,228,78
2175,"FORT BENNING 5, Muscogee County, Georgia",7000000US13215FTBEN5,321,75,153,50,7,21,15
2176,"CITY POND, Newton County, Georgia",7000000US13217000001,3084,220,1045,1643,22,125,29
2177,"TOWN, Newton County, Georgia",7000000US13217000002,6743,404,1501,4474,53,243,68
2178,"ALMON, Newton County, Georgia",7000000US13217000003,6555,324,1379,4474,60,231,87
2179,"ALCOVY, Newton County, Georgia",7000000US13217000004,6715,427,3405,2533,103,181,66
2180,"COVINGTON MILLS, Newton County, Georgia",7000000US13217000005,4433,481,1925,1730,51,229,17
2181,"BREWERS, Newton County, Georgia",7000000US13217000006,5038,178,3645,971,23,194,27
2182,"BRICK STORE, Newton County, Georgia",7000000US13217000007,3458,132,2610,541,41,118,16
2183,"CEDAR SHOALS, Newton County, Georgia",7000000US13217000008,4893,282,2185,1980,144,202,100
2184,"LIVINGSTON, Newton County, Georgia",7000000US13217000009,6337,342,1813,3830,45,233,74
2185,"DOWNS, Newton County, Georgia",7000000US13217000010,8621,592,3853,3605,75,432,64
2186,"GUM CREEK, Newton County, Georgia",7000000US13217000012,5230,222,3729,1002,64,176,37
2187,"BEAVERDAM, Newton County, Georgia",7000000US13217000013,7275,445,1340,5123,40,262,65
2188,"LEGUINN, Newton County, Georgia",7000000US13217000014,2971,88,2184,558,13,111,17
2189,"MANSFIELD, Newton County, Georgia",7000000US13217000015,2102,68,1773,174,5,64,18
2190,"NEWBORN, Newton County, Georgia",7000000US13217000016,1207,37,982,131,7,47,3
2191,"OXFORD, Newton County, Georgia",7000000US13217000017,4041,223,2412,1218,30,143,15
2192,"ROCKY PLAINS, Newton County, Georgia",7000000US13217000018,5211,301,2788,1829,33,208,52
2193,"BUCK CREEK, Newton County, Georgia",7000000US13217000019,6670,613,2791,2902,40,258,66
2194,"STANSELLS, Newton County, Georgia",7000000US13217000020,7282,876,1602,4401,70,282,51
2195,"FAIRVIEW, Newton County, Georgia",7000000US13217000023,4299,218,475,3311,53,167,75
2196,"CROWELL, Newton County, Georgia",7000000US13217000024,7230,598,723,5554,56,240,59
2197,"HUB, Newton County, Georgia",7000000US13217000025,3088,93,2586,262,16,114,17
2198,"ANNEX, Oconee County, Georgia",7000000US13219000001,2630,89,2291,81,75,76,18
2199,"COLHAM FERRY, Oconee County, Georgia",7000000US13219000002,2501,97,2189,88,47,69,11
2200,"ANTIOCH, Oconee County, Georgia",7000000US13219000003,1801,78,1593,64,8,50,8
2201,"FARMINGTON, Oconee County, Georgia",7000000US13219000004,946,53,785,49,17,42,0
2202,"BISHOP, Oconee County, Georgia",7000000US13219000005,2903,159,2392,159,98,90,5
2203,"HIGH SHOALS, Oconee County, Georgia",7000000US13219000006,2477,121,2209,42,33,61,11
2204,"NORTH OCONEE, Oconee County, Georgia",7000000US13219000007,1861,100,1508,56,141,49,7
2205,"DARK CORNER, Oconee County, Georgia",7000000US13219000008,5074,217,4345,114,214,156,28
2206,"BOGART, Oconee County, Georgia",7000000US13219000009,3429,257,2615,240,153,143,21
2207,"MALCOM BRIDGE, Oconee County, Georgia",7000000US13219000010,5721,245,4443,159,638,203,33
2208,"ATHENS ACADEMY, Oconee County, Georgia",7000000US13219000011,4114,504,2827,422,215,124,22
2209,"CIVIC CENTER, Oconee County, Georgia",7000000US13219000012,5884,251,4767,265,365,211,25
2210,"CITY HALL, Oconee County, Georgia",7000000US13219000013,2458,176,1922,158,62,127,13
2211,"BEAVERDAM, Oglethorpe County, Georgia",7000000US132210000BV,4784,321,3757,439,35,187,45
2212,"CRAWFORD, Oglethorpe County, Georgia",7000000US132210000CR,4254,286,2891,837,7,202,31
2213,"LEXINGTON, Oglethorpe County, Georgia",7000000US132210000LX,5787,262,4255,972,92,184,22
2214,"SHELTON ELEMENTARY SCHOOL, Paulding County, Georgia",7000000US1322300001C,26417,1908,18385,4182,582,1129,231
2215,"BURNT HICKORY PARK, Paulding County, Georgia",7000000US1322300002B,8408,462,6940,516,59,349,82
2216,"MOSES MIDDLE SCHOOL, Paulding County, Georgia",7000000US1322300003C,13487,1026,8634,2981,148,577,121
2217,"WEST RIDGE CHURCH, Paulding County, Georgia",7000000US1322300004B,22154,1701,14560,4443,263,953,234
2218,"WATSON GOVERNMENT COMPLEX, Paulding County, Georgia",7000000US1322300005B,17530,1547,9963,4828,184,832,176
2219,"SARA RAGSDALE ELM SC, Paulding County, Georgia",7000000US1322300006C,7692,402,5840,1028,22,353,47
2220,"PAULDING COUNTY HIGH SCHOOL, Paulding County, Georgia",7000000US1322300007B,8793,701,5594,1928,92,395,83
2221,"HIRAM HIGH SCHOOL, Paulding County, Georgia",7000000US1322300008B,16110,1532,6861,6588,252,689,188
2222,"TAYLOR FARM PARK, Paulding County, Georgia",7000000US1322300009C,13433,1160,7013,4393,133,602,132
2223,"AUSTIN MIDDLE SCHOOL, Paulding County, Georgia",7000000US1322300010C,10893,793,6482,2874,62,567,115
2224,"NEBO ELEMENTARY SCH, Paulding County, Georgia",7000000US1322300011B,13996,953,10240,1993,71,639,100
2225,"CARL SCOGGINS MID SC, Paulding County, Georgia",7000000US1322300012C,9748,379,7932,855,58,457,67
2226,"BYRON #1, Peach County, Georgia",7000000US132250000B1,3635,157,2563,719,21,147,28
2227,"BYRON #2, Peach County, Georgia",7000000US132250000B2,7330,396,4558,1967,87,257,65
2228,"CLAUDE, Peach County, Georgia",7000000US132250000C1,1262,167,920,83,25,59,8
2229,"FORT VALLEY #1, Peach County, Georgia",7000000US132250000F1,4220,556,1248,2271,10,121,14
2230,"FORT VALLEY #2, Peach County, Georgia",7000000US132250000F2,4633,1025,1090,2370,19,112,17
2231,"FORT VALLEY #3, Peach County, Georgia",7000000US132250000F3,5035,110,421,4414,7,64,19
2232,"POWERSVILLE, Peach County, Georgia",7000000US132250000P1,1866,136,1319,315,25,55,16
2233,"YELLOW CREEK, Pickens County, Georgia",7000000US13227000001,4875,131,4562,15,29,113,25
2234,"HILL, Pickens County, Georgia",7000000US13227000002,2458,76,2266,11,19,79,7
2235,"HINTON, Pickens County, Georgia",7000000US13227000003,1251,28,1147,5,2,62,7
2236,"JERUSALEM, Pickens County, Georgia",7000000US13227000004,1725,44,1601,9,7,59,5
2237,"LUDVILLE, Pickens County, Georgia",7000000US13227000005,1037,24,957,6,6,39,5
2238,"NELSON, Pickens County, Georgia",7000000US13227000006,2057,64,1854,34,17,77,11
2239,"TALKING ROCK, Pickens County, Georgia",7000000US13227000007,2355,71,2114,19,16,123,12
2240,"JASPER, Pickens County, Georgia",7000000US13227000008,3198,196,2759,79,21,133,10
2241,"TATE, Pickens County, Georgia",7000000US13227000009,3796,121,3418,30,21,183,23
2242,"SHARPTOP, Pickens County, Georgia",7000000US13227000010,3142,70,2918,9,18,109,18
2243,"APPALACHIAN, Pickens County, Georgia",7000000US13227000011,3034,180,2698,17,9,116,14
2244,"REFUGE, Pickens County, Georgia",7000000US13227000012,4288,193,3828,52,26,167,22
2245,"HACKLEBARNEY/CASON, Pierce County, Georgia",7000000US13229000001,5291,244,3990,865,17,149,26
2246,"BLACKSHEAR, Pierce County, Georgia",7000000US13229000002,5131,252,4385,281,35,160,18
2247,"ST JOHNS/BLACKSHEAR, Pierce County, Georgia",7000000US1322900003A,2464,79,2239,56,10,69,11
2248,"OTTER CREEK, Pierce County, Georgia",7000000US1322900003B,2177,100,1958,48,7,56,8
2249,"PATTERSON, Pierce County, Georgia",7000000US1322900004A,2152,149,1698,227,6,64,8
2250,"MERSHON, Pierce County, Georgia",7000000US1322900004B,631,62,500,47,5,14,3
2251,"ALABAHA, Pierce County, Georgia",7000000US1322900004C,1475,85,1274,72,2,31,11
2252,"SUNSET/SWEAT, Pierce County, Georgia",7000000US1322900004D,395,27,359,1,0,7,1
2253,"CONCORD, Pike County, Georgia",7000000US13231000001,1883,22,1492,306,0,58,5
2254,"HOLLONVILLE, Pike County, Georgia",7000000US13231000002,2337,40,2150,43,11,79,14
2255,"MEANSVILLE, Pike County, Georgia",7000000US13231000003,1827,24,1627,91,14,62,9
2256,"MOLENA, Pike County, Georgia",7000000US13231000004,2098,31,1815,172,1,58,21
2257,"SECOND DISTRICT, Pike County, Georgia",7000000US13231000005,3455,74,3074,180,22,87,18
2258,"LIFSEY SPRINGS, Pike County, Georgia",7000000US13231000006,1516,20,1366,94,1,35,0
2259,"WILLIAMSON, Pike County, Georgia",7000000US13231000007,2325,33,2085,86,12,102,7
2260,"ZEBULON, Pike County, Georgia",7000000US13231000008,3448,104,2704,473,16,135,16
2261,"ARAGON, Polk County, Georgia",7000000US13233000001,5224,180,4286,497,17,203,41
2262,"BLOOMING GROVE, Polk County, Georgia",7000000US13233000002,2729,230,2246,171,9,60,13
2263,"CEDARTOWN, Polk County, Georgia",7000000US13233000003,14052,4191,7254,2015,99,398,95
2264,"FISH CREEK, Polk County, Georgia",7000000US13233000004,4006,154,3381,262,12,183,14
2265,"LAKE CREEK, Polk County, Georgia",7000000US13233000005,4131,291,3382,285,12,134,27
2266,"ROCKMART, Polk County, Georgia",7000000US13233000006,9474,325,6828,1780,81,390,70
2267,"YOUNGS GROVE, Polk County, Georgia",7000000US13233000007,3237,214,2784,109,9,103,18
2268,"COURTHOUSE ANNEX, Pulaski County, Georgia",7000000US132350ANNEX,9855,327,6022,3161,92,194,59
2269,"101, Putnam County, Georgia",7000000US13237000101,5203,616,2405,1989,19,146,28
2270,"104, Putnam County, Georgia",7000000US13237000104,5279,497,2063,2537,37,134,11
2271,"105, Putnam County, Georgia",7000000US13237000105,4443,178,3850,264,34,105,12
2272,"106, Putnam County, Georgia",7000000US13237000106,1734,67,1560,56,5,41,5
2273,"107, Putnam County, Georgia",7000000US13237000107,5388,199,4438,539,13,181,18
2274,"239G - GEORGETOWN Voting District, Quitman County, Georgia",7000000US1323900000G,2112,22,1135,875,12,53,15
2275,"239M - MORRIS Voting District, Quitman County, Georgia",7000000US1323900000M,123,9,55,42,0,10,7
2276,"RABUN COUNTY, Rabun County, Georgia",7000000US132410RABUN,16883,1452,14625,107,60,575,64
2277,"COLEMAN, Randolph County, Georgia",7000000US13243000131,327,15,150,152,1,6,3
2278,"SHELLMAN, Randolph County, Georgia",7000000US13243000334,975,8,386,563,0,15,3
2279,"BENEVOLENCE, Randolph County, Georgia",7000000US13243000566,395,9,226,147,0,11,2
2280,"CARNEGIE, Randolph County, Georgia",7000000US13243000934,485,14,385,66,0,13,7
2281,"FOUNTAIN BRIDGE, Randolph County, Georgia",7000000US13243000947,117,10,94,9,1,3,0
2282,"SPRINGVALE, Randolph County, Georgia",7000000US13243000954,390,9,128,249,0,2,2
2283,"4TH DISTRICT, Randolph County, Georgia",7000000US13243000998,85,2,73,5,0,4,1
2284,"CUTHBERT/COURTHOUSE, Randolph County, Georgia",7000000US1324300718A,3010,55,787,2084,10,60,14
2285,"CUTHBERT, Randolph County, Georgia",7000000US1324300718B,641,21,21,587,9,0,3
2286,"101, Richmond County, Georgia",7000000US13245000101,1211,63,745,328,32,40,3
2287,"102, Richmond County, Georgia",7000000US13245000102,2559,62,879,1411,51,126,30
2288,"103, Richmond County, Georgia",7000000US13245000103,2265,28,122,2033,21,56,5
2289,"104, Richmond County, Georgia",7000000US13245000104,4439,68,179,4066,10,94,22
2290,"105, Richmond County, Georgia",7000000US13245000105,1518,54,288,1002,130,37,7
2291,"106, Richmond County, Georgia",7000000US13245000106,1756,59,429,1148,9,96,15
2292,"107, Richmond County, Georgia",7000000US13245000107,2414,105,1308,861,28,91,21
2293,"108, Richmond County, Georgia",7000000US13245000108,608,26,141,410,4,20,7
2294,"109, Richmond County, Georgia",7000000US13245000109,1840,56,550,1169,5,53,7
2295,"111, Richmond County, Georgia",7000000US13245000111,2017,104,508,1273,43,69,20
2296,"112, Richmond County, Georgia",7000000US13245000112,1568,46,720,687,37,57,21
2297,"114, Richmond County, Georgia",7000000US13245000114,1217,36,144,993,4,29,11
2298,"115, Richmond County, Georgia",7000000US13245000115,1107,81,462,520,3,31,10
2299,"201, Richmond County, Georgia",7000000US13245000201,2240,41,124,1993,11,61,10
2300,"202, Richmond County, Georgia",7000000US13245000202,7240,305,1778,4861,44,219,33
2301,"203, Richmond County, Georgia",7000000US13245000203,1303,23,40,1196,2,32,10
2302,"204, Richmond County, Georgia",7000000US13245000204,2327,84,1502,602,39,90,10
2303,"207, Richmond County, Georgia",7000000US13245000207,3864,128,391,3204,7,113,21
2304,"208, Richmond County, Georgia",7000000US13245000208,4153,206,859,2903,30,127,28
2305,"210, Richmond County, Georgia",7000000US13245000210,2745,168,476,1909,70,89,33
2306,"301, Richmond County, Georgia",7000000US13245000301,3256,107,2293,627,81,125,23
2307,"302, Richmond County, Georgia",7000000US13245000302,2099,82,336,1578,14,70,19
2308,"303, Richmond County, Georgia",7000000US13245000303,1774,48,1510,113,13,70,20
2309,"304, Richmond County, Georgia",7000000US13245000304,446,31,332,47,9,26,1
2310,"305, Richmond County, Georgia",7000000US13245000305,513,17,416,37,16,23,4
2311,"306, Richmond County, Georgia",7000000US13245000306,6643,395,2487,3088,244,345,84
2312,"307, Richmond County, Georgia",7000000US13245000307,2307,70,1582,517,55,59,24
2313,"308, Richmond County, Georgia",7000000US13245000308,1114,70,547,388,39,60,10
2314,"309, Richmond County, Georgia",7000000US13245000309,4472,230,688,3043,241,218,52
2315,"310, Richmond County, Georgia",7000000US13245000310,8692,567,2571,4948,186,353,67
2316,"401, Richmond County, Georgia",7000000US13245000401,2659,111,132,2326,20,62,8
2317,"402, Richmond County, Georgia",7000000US13245000402,9711,1716,3349,3662,387,519,78
2318,"404, Richmond County, Georgia",7000000US13245000404,2638,117,299,2067,43,86,26
2319,"405, Richmond County, Georgia",7000000US13245000405,5476,217,455,4506,116,139,43
2320,"406, Richmond County, Georgia",7000000US13245000406,4217,170,312,3458,56,186,35
2321,"501, Richmond County, Georgia",7000000US13245000501,4931,224,515,3946,41,185,20
2322,"502, Richmond County, Georgia",7000000US13245000502,5860,282,627,4672,42,180,57
2323,"503, Richmond County, Georgia",7000000US13245000503,5795,343,1031,4146,50,183,42
2324,"504, Richmond County, Georgia",7000000US13245000504,4294,526,1024,2464,64,187,29
2325,"506, Richmond County, Georgia",7000000US13245000506,730,38,171,487,0,26,8
2326,"507, Richmond County, Georgia",7000000US13245000507,1683,127,485,899,53,72,47
2327,"509, Richmond County, Georgia",7000000US13245000509,2946,146,408,2206,21,120,45
2328,"601, Richmond County, Georgia",7000000US13245000601,6728,432,1838,4013,94,260,91
2329,"603, Richmond County, Georgia",7000000US13245000603,5079,184,1981,2661,45,174,34
2330,"604, Richmond County, Georgia",7000000US13245000604,2868,176,986,1495,25,136,50
2331,"605, Richmond County, Georgia",7000000US13245000605,6460,251,2005,3893,52,216,43
2332,"607, Richmond County, Georgia",7000000US13245000607,2270,126,151,1883,22,72,16
2333,"608, Richmond County, Georgia",7000000US13245000608,2013,75,1147,635,22,101,33
2334,"701, Richmond County, Georgia",7000000US13245000701,2943,80,1987,651,51,153,21
2335,"702, Richmond County, Georgia",7000000US13245000702,2593,94,1976,295,65,131,32
2336,"703, Richmond County, Georgia",7000000US13245000703,7312,442,3268,2928,301,301,72
2337,"705, Richmond County, Georgia",7000000US13245000705,3054,118,1810,899,102,115,10
2338,"706, Richmond County, Georgia",7000000US13245000706,4472,237,2893,945,144,222,31
2339,"707, Richmond County, Georgia",7000000US13245000707,3675,212,1384,1713,207,135,24
2340,"708, Richmond County, Georgia",7000000US13245000708,530,40,371,59,26,26,8
2341,"709, Richmond County, Georgia",7000000US13245000709,837,40,529,186,34,39,9
2342,"801, Richmond County, Georgia",7000000US13245000801,709,48,431,166,9,49,6
2343,"802, Richmond County, Georgia",7000000US13245000802,4853,206,3338,1006,15,237,51
2344,"803, Richmond County, Georgia",7000000US13245000803,2432,605,1272,255,148,139,13
2345,"804, Richmond County, Georgia",7000000US13245000804,2852,114,1062,1440,44,158,34
2346,"805, Richmond County, Georgia",7000000US13245000805,1085,53,364,564,17,65,22
2347,"806, Richmond County, Georgia",7000000US13245000806,1556,64,972,421,12,79,8
2348,"807, Richmond County, Georgia",7000000US13245000807,2403,124,704,1379,38,117,41
2349,"808, Richmond County, Georgia",7000000US13245000808,3082,106,1590,1191,41,128,26
2350,"809, Richmond County, Georgia",7000000US13245000809,1093,48,102,917,12,12,2
2351,"810, Richmond County, Georgia",7000000US13245000810,535,19,345,146,1,21,3
2352,"801B, Richmond County, Georgia",7000000US1324500801B,696,62,508,93,0,25,8
2353,"804H, Richmond County, Georgia",7000000US1324500804H,3830,116,2168,1319,9,165,53
2354,"BARKSDALE, Rockdale County, Georgia",7000000US132470000BA,6037,351,2142,3134,111,250,49
2355,"BETHEL, Rockdale County, Georgia",7000000US132470000BT,5402,660,3153,1257,65,235,32
2356,"CONYERS, Rockdale County, Georgia",7000000US132470000CO,6341,805,1078,4105,64,251,38
2357,"FIELDSTONE, Rockdale County, Georgia",7000000US132470000FI,9217,462,1195,6979,205,281,95
2358,"FLAT SHOALS, Rockdale County, Georgia",7000000US132470000FS,5136,318,961,3450,188,164,55
2359,"HONEY CREEK, Rockdale County, Georgia",7000000US132470000HC,3121,207,1304,1338,63,161,48
2360,"HIGHTOWER, Rockdale County, Georgia",7000000US132470000HI,4936,399,1603,2661,54,167,52
2361,"THE LAKES, Rockdale County, Georgia",7000000US132470000LA,4818,2614,758,1266,20,131,29
2362,"LORRAINE, Rockdale County, Georgia",7000000US132470000LO,4781,199,1991,2305,52,197,37
2363,"MAGNET, Rockdale County, Georgia",7000000US132470000MA,4418,389,1858,1854,104,173,40
2364,"MILSTEAD, Rockdale County, Georgia",7000000US132470000MI,6444,702,1303,4074,75,240,50
2365,"OLD TOWNE, Rockdale County, Georgia",7000000US132470000OT,10967,927,1533,7944,119,350,94
2366,"ROCKDALE, Rockdale County, Georgia",7000000US132470000RO,6297,484,1508,3932,76,235,62
2367,"SMYRNA, Rockdale County, Georgia",7000000US132470000SM,5186,305,1207,3335,147,143,49
2368,"ST PIUS, Rockdale County, Georgia",7000000US132470000SP,6230,408,1376,4097,81,207,61
2369,"STANTON, Rockdale County, Georgia",7000000US132470000ST,4239,310,1530,2054,108,171,66
2370,"PRECINCT ONE, Schley County, Georgia",7000000US13249000001,4547,175,3357,863,20,119,13
2371,"SYLVANIA, Screven County, Georgia",7000000US13251000001,2025,45,1031,860,27,53,9
2372,"HUNTERS, Screven County, Georgia",7000000US13251000002,1384,12,1033,313,0,24,2
2373,"NEWINGTON, Screven County, Georgia",7000000US13251000003,1649,46,1002,568,0,29,4
2374,"JENK HILL FIRE STA, Screven County, Georgia",7000000US13251000004,1553,41,741,741,5,19,6
2375,"ROCKY FORD, Screven County, Georgia",7000000US13251000005,699,25,489,162,1,11,11
2376,"BAY BRANCH, Screven County, Georgia",7000000US13251000006,1480,25,1219,189,1,31,15
2377,"HILTONIA, Screven County, Georgia",7000000US13251000007,1249,15,684,492,3,47,8
2378,"SCREVEN REC. DEPT., Screven County, Georgia",7000000US13251000008,602,4,271,299,1,25,2
2379,"GREENHILL CHURCH, Screven County, Georgia",7000000US13251000009,645,16,442,170,0,15,2
2380,"SR CITIZENS CENTER, Screven County, Georgia",7000000US13251000010,2064,40,690,1237,22,63,12
2381,"JACKSON FIRE STATION, Screven County, Georgia",7000000US13251000011,434,7,333,84,1,7,2
2382,"FOY'S STORE, Screven County, Georgia",7000000US13251000012,283,11,83,170,0,19,0
2383,"PRECINCT 1, Seminole County, Georgia",7000000US13253000001,1792,26,1344,373,0,45,4
2384,"PRECINCT 2, Seminole County, Georgia",7000000US13253000002,1874,73,1067,639,52,38,5
2385,"PRECINCT 3, Seminole County, Georgia",7000000US13253000003,1782,37,236,1473,7,26,3
2386,"PRECINCT 4, Seminole County, Georgia",7000000US13253000004,1696,51,1169,405,0,63,8
2387,"PRECINCT 5, Seminole County, Georgia",7000000US13253000005,2003,41,1801,71,2,77,11
2388,"SECOND BAPTIST CHURCH, Spalding County, Georgia",7000000US13255000001,4059,258,654,2998,16,112,21
2389,"FAIRMONT COMMUNITY CENTER, Spalding County, Georgia",7000000US13255000002,3080,64,378,2532,0,71,35
2390,"SENIOR CENTER, Spalding County, Georgia",7000000US13255000004,3712,141,2953,449,24,132,13
2391,"UGA CAMPUS, Spalding County, Georgia",7000000US13255000005,6077,453,2096,3124,148,216,40
2392,"CITY PARK, Spalding County, Georgia",7000000US13255000006,4303,212,873,2972,31,178,37
2393,"FIRST METHODIST, Spalding County, Georgia",7000000US13255000007,2247,103,1704,308,35,79,18
2394,"ST JOHN LUTHERAN, Spalding County, Georgia",7000000US13255000008,2548,69,1769,615,6,83,6
2395,"UNION BAPTIST, Spalding County, Georgia",7000000US13255000009,2693,149,2180,210,18,115,21
2396,"CARVER FIRE STATION, Spalding County, Georgia",7000000US13255000010,3070,133,1810,954,58,98,17
2397,"FIRST PRESBYTERIAN, Spalding County, Georgia",7000000US13255000011,3537,143,2343,892,23,114,22
2398,"LIBERTY SPRINGS, Spalding County, Georgia",7000000US13255000012,3064,120,2441,323,12,149,19
2399,"COUNTY LINE METHODIST, Spalding County, Georgia",7000000US13255000013,3575,159,2945,296,38,130,7
2400,"SUNNYSIDE METHODIST, Spalding County, Georgia",7000000US13255000014,3358,454,2095,587,37,147,38
2401,"GARY REID FIRE STATION, Spalding County, Georgia",7000000US13255000016,6892,420,2105,4044,85,211,27
2402,"AMBUCS PARK GYM, Spalding County, Georgia",7000000US13255000017,2972,165,1961,719,4,109,14
2403,"FIRST ASSEMBLY OF GOD, Spalding County, Georgia",7000000US13255000019,3721,241,2533,762,31,130,24
2404,"ROBERTS FIRE STATION, Spalding County, Georgia",7000000US13255000020,3005,97,2519,258,15,83,33
2405,"EAGLES LANDING BAPTIST, Spalding County, Georgia",7000000US13255000021,5393,285,3746,1105,59,166,32
2406,"2571 - TOCCOA #1 Voting District, Stephens County, Georgia",7000000US13257000001,6423,191,4726,1061,57,340,48
2407,"2572 - TOCCOA #2 Voting District, Stephens County, Georgia",7000000US13257000002,4259,133,2986,901,30,183,26
2408,"2573 - TOCCOA #3 Voting District, Stephens County, Georgia",7000000US13257000003,4661,178,3829,307,62,253,32
2409,"2574 - BROAD RIVER Voting District, Stephens County, Georgia",7000000US13257000004,1582,45,1421,46,5,58,7
2410,"2575 - CURRAHEE Voting District, Stephens County, Georgia",7000000US13257000005,467,15,422,8,3,13,6
2411,"2576 - MARTIN Voting District, Stephens County, Georgia",7000000US13257000006,1705,48,1369,148,23,111,6
2412,"2577 - WOLF PIT Voting District, Stephens County, Georgia",7000000US13257000007,3184,107,2759,148,11,144,15
2413,"2578 - BIG SMITH Voting District, Stephens County, Georgia",7000000US13257000008,4503,140,3811,317,34,183,18
2414,"RICHLAND, Stewart County, Georgia",7000000US13259000002,1851,22,578,1180,9,57,5
2415,"LUMPKIN, Stewart County, Georgia",7000000US13259000005,3463,1195,760,1281,158,51,18
2416,"LESLIE, Sumter County, Georgia",7000000US13261000015,2153,96,1243,732,6,69,7
2417,"THOMSON, Sumter County, Georgia",7000000US13261000017,1058,89,489,441,1,33,5
2418,"CHAMBLISS, Sumter County, Georgia",7000000US13261000028,1226,62,716,398,23,23,4
2419,"ANDERSONVILLE, Sumter County, Georgia",7000000US13261000029,628,26,460,123,0,16,3
2420,"AIRPORT, Sumter County, Georgia",7000000US1326100E-27,2681,230,1146,1187,59,57,2
2421,"CONCORD, Sumter County, Georgia",7000000US1326100N-26,524,27,430,45,7,15,0
2422,"PLAINS, Sumter County, Georgia",7000000US1326100O-26,1618,66,816,687,6,36,7
2423,"AG CENTER, Sumter County, Georgia",7000000US1326100W-27,3518,170,1853,1365,8,104,18
